,,,,,,,,,,2013 TEXAS WATER SAFARI SPLITS,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Legend,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,0.582638889,,Time Out,,,,,,,,,,,,
,,,,,100,4:37:00,93,10:32:00,84,17:56:00,81,25:52:00,86,41:40:00,87,50:00:00,87,54:48:00,83,70:16:00,86,80:27:00,88,93:58:00,80,99:08:01
,,,,,,,,,,,,,,,,,,,,,,,,,,
81,15th Novice,1938,"Jon Newcomb
TC - Paul Newcomb",9:00,,13:32:00,,19:23:00,,6:40:00,,17:52:00,,6:56:00,,14:14:00,,18:56:00,,10:12:00,,21:51:00,,7:40:00,,12:52:00
,,,DNF - Andy Toppin out at Gonzales,,98,4:32:00,84,5:51:00,94,11:17:00,99,11:12:00,88,13:04:00,53,7:18:00,75,4:42:00,70,15:16:00,81,11:39:00,76,9:49:00,34,5:12:00
,,,,,98,4:32:00,91,10:23:00,95,21:40:00,100,32:52:00,95,45:56:00,93,53:14:00,92,57:56:00,90,73:12:00,92,84:51:00,89,94:40:00,81,99:52:00
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,4,"Roy Tyrone
Eric Whicker
TC - David Hefner",9:00,,11:52:00,,15:53:00,,19:37:00,,0:13:00,,6:43:00,,11:12:00,,13:54:00,,21:42:00,,5:19:00,,10:49:00,,
,,,,,13,2:52:00,14,4:01:00,11,3:44:00,9,4:36:00,6,6:30:00,9,4:29:00,14,2:42:00,12,7:48:00,21,7:37:00,24,5:30:00,,
,,,,,13,2:52:00,13,6:53:00,13,10:37:00,10,15:13:00,8,21:43:00,8,26:12:00,8,28:54:00,9,36:42:00,13,44:19:00,14,49:49:00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,311,"Amy Boyd
TC - Julie Zoch
TC - Cindy Weisinger",9:00,,12:20:00,,16:44:00,,21:23:00,,4:48:00,,12:19:00,,17:38:00,,20:23:00,,6:46:00,,13:37:00,,8:09:00,,
,,,,,33,3:20:00,23,4:24:00,31,4:39:00,48,7:25:00,21,7:31:00,20,5:19:00,15,2:45:00,26,10:23:00,13,6:51:00,89,18:32:00,,
,,,,,33,3:20:00,26,7:44:00,28,12:23:00,35,19:48:00,27,27:19:00,24,32:38:00,22,35:23:00,22,45:46:00,22,52:37:00,38,71:09:00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,2525,"Lauren DeLouche
Veronica Sosa
TC - Michael Simmons",9:00,,13:10:00,,18:34:00,,0:43:00,,10:19:00,,19:48:00,,6:50:00,,10:00:00,,0:18:00,,10:57:00,,19:13:00,,
,,,,,75,4:10:00,71,5:24:00,70,6:09:00,89,9:36:00,51,9:29:00,77,11:02:00,28,3:10:00,64,14:18:00,75,10:39:00,63,8:16:00,,
,,,,,75,4:10:00,72,9:34:00,70,15:43:00,76,25:19:00,67,34:48:00,66,45:50:00,60,49:00:00,60,63:18:00,62,73:57:00,62,82:13:00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,8581,"Melissa James
Victoria Alloway
TC - Jason James",9:00,,13:10:00,,18:56:00,,2:17:00,,11:25:00,,23:12:00,,9:36:00,,12:56:00,,23:35:00,,10:13:00,,18:42:00,,
,,,,,75,4:10:00,83,5:46:00,80,7:21:00,84,9:08:00,82,11:47:00,73,10:24:00,35,3:20:00,28,10:39:00,74,10:38:00,69,8:29:00,,
,,,,,75,4:10:00,81,9:56:00,81,17:17:00,84,26:25:00,81,38:12:00,80,48:36:00,72,51:56:00,57,62:35:00,58,73:13:00,59,81:42:00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,9927,"Michael Cade
TC - Jeff Kellington",9:00,,12:17:00,,17:00:00,,23:08:00,,10:03:00,,20:00:00,,7:55:00,,11:29:00,,0:18:00,,10:55:00,,19:13:00,,
,,,,,30,3:17:00,40,4:43:00,68,6:08:00,98,10:55:00,62,9:57:00,88,11:55:00,41,3:34:00,55,12:49:00,73,10:37:00,64,8:18:00,,
,,,,,30,3:17:00,33,8:00:00,54,14:08:00,71,25:03:00,69,35:00:00,72,46:55:00,68,50:29:00,61,63:18:00,61,73:55:00,62,82:13:00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,126,"Todd Cleveland
TC - Kathe Cleveland",9:00,,13:10:00,,18:13:00,,4:09:00,,11:37:00,,20:40:00,,8:49:00,,12:24:00,,3:13:00,,12:25:00,,20:09:00,,
,,,,,75,4:10:00,56,5:03:00,89,9:56:00,50,7:28:00,45,9:03:00,93,12:09:00,42,3:35:00,69,14:49:00,55,9:12:00,54,7:44:00,,
,,,,,75,4:10:00,65,9:13:00,87,19:09:00,85,26:37:00,73,35:40:00,77,47:49:00,70,51:24:00,71,66:13:00,68,75:25:00,68,83:09:00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,6185,"Michael Musselman
TC - Dan Musselman",9:00,,12:54:00,,17:50:00,,23:29:00,,8:35:00,,17:46:00,,2:50:00,,7:57:00,,0:20:00,,10:39:00,,22:37:00,,
,,,,,64,3:54:00,51,4:56:00,58,5:39:00,83,9:06:00,46,9:11:00,68,9:04:00,81,5:07:00,82,16:23:00,70,10:19:00,85,11:58:00,,
,,,,,64,3:54:00,56,8:50:00,55,14:29:00,57,23:35:00,55,32:46:00,53,41:50:00,51,46:57:00,63,63:20:00,59,73:39:00,75,85:37:00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,5300,"Jay Fox
TC - David Combs",9:00,,13:12:00,,18:47:00,,0:55:00,,11:20:00,,22:10:00,,10:00:00,,14:10:00,,6:46:00,,17:00:00,,2:00:00,,
,,,,,83,4:12:00,77,5:35:00,67,6:08:00,95,10:25:00,76,10:50:00,86,11:50:00,61,4:10:00,83,16:36:00,69,10:14:00,73,9:00:00,,
,,,,,83,4:12:00,76,9:47:00,72,15:55:00,83,26:20:00,80,37:10:00,84,49:00:00,80,53:10:00,81,69:46:00,82,80:00:00,81,89:00:00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,1018,"Jeannette Burris
TC - Kim Johnson",9:00,,12:49:00,,18:02:00,,0:19:00,,9:48:00,,20:41:00,,8:45:00,,13:03:00,,7:21:00,,18:52:00,,,,
,,,,,58,3:49:00,64,5:13:00,73,6:17:00,88,9:29:00,77,10:53:00,91,12:04:00,68,4:18:00,89,18:18:00,79,11:31:00,,,,
,,,,,58,3:49:00,61,9:02:00,64,15:19:00,68,24:48:00,74,35:41:00,74,47:45:00,74,52:03:00,85,70:21:00,87,81:52:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,46,"Daniel Gideon
TC - Tiffany Marconi",9:00,,13:09:00,,19:05:00,,1:10:00,,10:10:00,,20:40:00,,8:26:00,,13:21:00,,7:24:00,,19:16:00,,,,
,,,,,74,4:09:00,90,5:56:00,66,6:05:00,79,9:00:00,73,10:30:00,85,11:46:00,77,4:55:00,87,18:03:00,82,11:52:00,,,,
,,,,,74,4:09:00,86,10:05:00,74,16:10:00,72,25:10:00,72,35:40:00,73,47:26:00,77,52:21:00,86,70:24:00,88,82:16:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,4913,"Logan Tussey
Carson Tussey
TC - Mike Tussey",9:00,,13:30:00,,20:05:00,,8:35:00,,17:39:00,,7:27:00,,14:54:00,,20:23:00,,10:32:00,,21:43:00,,,,
,,,,,95,4:30:00,101,6:35:00,100,12:30:00,81,9:04:00,89,13:48:00,57,7:27:00,84,5:29:00,63,14:09:00,77,11:11:00,,,,
,,,,,95,4:30:00,99,11:05:00,100,23:35:00,99,32:39:00,96,46:27:00,95,53:54:00,94,59:23:00,91,73:32:00,91,84:43:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,301,"Bruce Abbitt
Josh Freeman
TC - Josh Freeman",9:00,,13:19:00,,19:32:00,,8:50:00,,15:51:00,,8:02:00,,14:03:00,,18:18:00,,,,,,,,
,,,,,88,4:19:00,98,6:13:00,101,13:18:00,41,7:01:00,94,16:11:00,36,6:01:00,65,4:15:00,,,,,,,,
,,,,,88,4:19:00,93,10:32:00,101,23:50:00,98,30:51:00,97,47:02:00,92,53:03:00,90,57:18:00,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,620,"Zoltan Mraz
TC - Roy Lewis",9:00,,13:16:00,,18:33:00,,1:10:00,,9:42:00,,20:56:00,,9:00:00,,14:43:00,,,,,,,,
,,,,,87,4:16:00,68,5:17:00,77,6:37:00,70,8:32:00,81,11:14:00,91,12:04:00,88,5:43:00,,,,,,,,
,,,,,87,4:16:00,71,9:33:00,74,16:10:00,67,24:42:00,76,35:56:00,78,48:00:00,83,53:43:00,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,1337,"Brian Jones
Travis Crow
TC - Richard Crow",9:00,,11:48:00,,15:47:00,,19:28:00,,0:08:00,,7:11:00,,12:40:00,,,,,,,,,,
,,,,,9,2:48:00,13,3:59:00,8,3:41:00,11,4:40:00,14,7:03:00,24,5:29:00,,,,,,,,,,
,,,,,9,2:48:00,11,6:47:00,10,10:28:00,9,15:08:00,12,22:11:00,13,27:40:00,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,512,"Heath Dieckert
Joel Schopp
TC - Evening Galvin",9:00,,12:35:00,,17:22:00,,21:48:00,,4:18:00,,14:30:00,,20:00:00,,,,,,,,,,
,,,,,51,3:35:00,43,4:47:00,24,4:26:00,34,6:30:00,66,10:12:00,26,5:30:00,,,,,,,,,,
,,,,,51,3:35:00,47,8:22:00,32,12:48:00,32,19:18:00,40,29:30:00,35,35:00:00,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,88,"Brady Lotz
Chris Lotz
TC - Lynn Lotz",9:00,,12:13:00,,16:34:00,,20:58:00,,2:16:00,,12:36:00,,,,,,,,,,,,
,,,,,25,3:13:00,22,4:21:00,22,4:24:00,21,5:18:00,68,10:20:00,,,,,,,,,,,,
,,,,,25,3:13:00,22,7:34:00,23,11:58:00,21,17:16:00,29,27:36:00,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,1717,"Alfred Andrews
Debra Galvan
TC - Katie Andrews",9:00,,13:20:00,,19:33:00,,7:46:00,,13:41:00,,2:41:00,,,,,,,,,,,,
,,,,,90,4:20:00,97,6:13:00,99,12:13:00,27,5:55:00,87,13:00:00,,,,,,,,,,,,
,,,,,90,4:20:00,95,10:33:00,99,22:46:00,92,28:41:00,87,41:41:00,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,314,"Daniel Cruz
Efrain Cruz
TC - William Russell
TC - McLean Russell",9:00,,11:34:00,,15:12:00,,18:40:00,,22:55:00,,,,,,,,,,,,,,
,,,,,4,2:34:00,3,3:38:00,3,3:28:00,3,4:15:00,,,,,,,,,,,,,,
,,,,,4,2:34:00,4,6:12:00,3,9:40:00,3,13:55:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,33,"Rhett Stuman
Brett Noble
TC - Jacqueline Noble
TC - Dawn Noble",9:00,,12:32:00,,17:15:00,,22:31:00,,5:35:00,,,,,,,,,,,,,,
,,,,,48,3:32:00,38,4:43:00,49,5:16:00,42,7:04:00,,,,,,,,,,,,,,
,,,,,48,3:32:00,42,8:15:00,47,13:31:00,39,20:35:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,42,"JP Gips
Matt Gips
TC - Colleen Gips",9:00,,13:41:00,,19:08:00,,3:40:00,,,,,,,,,,,,,,,,
,,,,,101,4:41:00,72,5:27:00,85,8:32:00,,,,,,,,,,,,,,,,
,,,,,101,4:41:00,89,10:08:00,86,18:40:00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,1013,"Robyn Benincasa
TC - Jeff Akens",9:00,,12:17:00,,,,,,,,,,,,,,,,,,,,
,,,,,30,3:17:00,,,,,,,,,,,,,,,,,,,,
,,,,,30,3:17:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,1999,"Michael Stones
TC - Lydia Stones",9:00,,13:10:00,,,,,,,,,,,,,,,,,,,,
,,,,,75,4:10:00,,,,,,,,,,,,,,,,,,,,
,,,,,75,4:10:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,13,"Kelly Fredrickson
Chris Fredrickson
TC - Stephanie Fredrickson",9:00,,13:41:00,,,,,,,,,,,,,,,,,,,,
,,,,,101,4:41:00,,,,,,,,,,,,,,,,,,,,
,,,,,101,4:41:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,73,"Rhonda Brown
Savannah McCumber
Elizabeth Gass
TC - Tiffany Daughtry",9:00,,13:47:00,,,,,,,,,,,,,,,,,,,,
,,,,,104,4:47:00,,,,,,,,,,,,,,,,,,,,
,,,,,104,4:47:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,6988,"Rick Manning
BJ Dobbs
TC - Frank Manning",9:00,,13:52:00,,,,,,,,,,,,,,,,,,,,
,,,,,105,4:52:00,,,,,,,,,,,,,,,,,,,,
,,,,,105,4:52:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,1300,"Wade Henson
Bryan Henson
TC - Leigh-Ann Mulsow",9:00,,14:08:00,,,,,,,,,,,,,,,,,,,,
,,,,,106,5:08:00,,,,,,,,,,,,,,,,,,,,
,,,,,106,5:08:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,119,"Roger Zimmerman
TC - Marc McCord",9:00,,14:15:00,,,,,,,,,,,,,,,,,,,,
,,,,,108,5:15:00,,,,,,,,,,,,,,,,,,,,
,,,,,108,5:15:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,55,"David Ripo
Nicholas May
TC - Laura",9:00,,14:19:00,,,,,,,,,,,,,,,,,,,,
,,,,,109,5:19:00,,,,,,,,,,,,,,,,,,,,
,,,,,109,5:19:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,555,"Bruce Trainum 
TC - Sandy Trainum",9:00,,14:21:00,,,,,,,,,,,,,,,,,,,,
,,,,,110,5:21:00,,,,,,,,,,,,,,,,,,,,
,,,,,110,5:21:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,9999,"Martin Cronkhite
Greg Njus
TC - Martha Crawford
TC - Dan Njus",9:00,,14:22:00,,,,,,,,,,,,,,,,,,,,
,,,,,111,5:22:00,,,,,,,,,,,,,,,,,,,,
,,,,,111,5:22:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,1011,"Jeff McAdams
Bryan Tucker
Jesse Bolles
TC - Brent Mozingo",9:00,,14:27:00,,,,,,,,,,,,,,,,,,,,
,,,,,112,5:27:00,,,,,,,,,,,,,,,,,,,,
,,,,,112,5:27:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,56,"Emma Stubbings
Tyler _
TC - Donna Bugge",9:00,,14:58:00,,,,,,,,,,,,,,,,,,,,
,,,,,113,5:58:00,,,,,,,,,,,,,,,,,,,,
,,,,,113,5:58:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,220,"Owen West
TC - Sheila Baker
TC - Tanyla Folk",9:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DNF,,1827,"Les Sheffield
James Kancewick
TC - Stephen Aulbach",9:00,,,,,,,,,,,,,,,,,,,,,,
