,Overall Place,Recognition,Team Members,Boat #,Staples,Luling 90,Palmetto,Gonzales,Hochheim,Cuero 72,Cuero 236,Victoria,Swinging Bridge (off Canal Rd),Saltwater Barrier,Seadrift,Class,Competitors,Team Captions,0,600,1200,1800,2400,3000,3600,4200,4800,5400,6000
42,43,Mixed Tandem Unlimited,"Spencer Fuller
Janae Fuller

TC Tommy Duran
TC Myah Runyan",514,0 days 03:35:00,0 days 08:35:00,0 days 13:23:00,0 days 21:27:00,1 days 06:21:00,1 days 19:21:00,1 days 21:26:00,2 days 07:58:00,2 days 20:52:00,3 days 06:30:00,3 days 12:10:00,Mixed Tandem Unlimited,['Spencer Fuller\nJanae Fuller\n\n'],['Tommy Duran\nTC Myah Runyan'],-2.823763907144894e-07,46.715224870033175,82.34264331320685,122.5613808722514,147.50608305822877,179.73545220600067,211.1669197889721,234.38736582842253,254.44662813073663,266.06332049717383,266.06332049717383
43,44,Mixed Tandem Unlimited,"Phil Gumbert
Mary Jo Gumbert

TC Al Gumbert
TC Kevin Olds",233,0 days 03:09:00,0 days 07:48:00,0 days 12:06:00,0 days 17:23:00,1 days 01:24:00,1 days 09:07:00,1 days 10:50:00,2 days 00:10:00,2 days 20:21:00,3 days 04:57:00,3 days 13:17:00,Mixed Tandem Unlimited,['Phil Gumbert\nMary Jo Gumbert\n\n'],['Al Gumbert\nTC Kevin Olds'],-2.823763907144894e-07,51.17776009718051,99.06014326390829,142.88026993464157,177.96085903817882,204.3561104262041,219.56825665445052,235.72277819739,256.046943671137,266.06332049717383,266.06332049717383
44,45,Unlimited,"Robert Zurovec
Wesley Zurovec
Marshall Zurovec

TC Jamie Perrin
TC Jennyne Markus",8588,0 days 03:56:00,0 days 09:27:00,0 days 14:21:00,0 days 22:52:00,1 days 09:17:00,1 days 22:05:00,2 days 00:02:00,2 days 13:33:00,3 days 00:56:00,3 days 07:10:00,3 days 14:22:00,Unlimited,['Robert Zurovec\nWesley Zurovec\nMarshall Zurovec\n\n'],['Jamie Perrin\nTC Jennyne Markus'],-2.823763907144894e-07,42.94519124631302,78.30841850882965,112.33958947820625,140.6219434577203,168.63391508917135,197.14759635484603,224.3585978802107,252.09317230686952,266.06332049717383,266.06332049717383
45,46,Aluminum,"Daniel Driver
Sam Driver

TC Adam Reimer
TC Shauna Ertolacci",1515,0 days 03:55:00,0 days 09:18:00,0 days 14:46:00,0 days 23:24:00,1 days 10:47:00,1 days 19:27:00,1 days 22:00:00,2 days 11:49:00,2 days 20:51:00,3 days 03:22:00,3 days 14:27:00,Aluminum,['Daniel Driver\nSam Driver\n\n'],['Adam Reimer\nTC Shauna Ertolacci'],-2.823763907144894e-07,43.270960115018646,76.8364449183028,108.44890616327329,143.06413016987932,174.18405098137097,202.19034425701108,235.44584936511563,256.86918887867273,266.06332049717383,266.06332049717383
46,47,Novice,"Keith Campros
Cameron Fanning

TC Bonnie Blackburn
TC Callie Fanning",1337,0 days 03:52:00,0 days 09:22:00,0 days 15:19:00,1 days 00:37:00,1 days 12:59:00,1 days 23:40:00,2 days 02:03:00,2 days 17:07:00,3 days 03:35:00,3 days 09:06:00,3 days 19:15:00,Novice,['Keith Campros\nCameron Fanning\n\n'],['Bonnie Blackburn\nTC Callie Fanning'],-2.823763907144894e-07,42.82558674271847,74.19759490745052,103.09539264821507,132.95309373287455,162.8716841680504,188.478627680222,215.89210909843825,246.67664749462082,264.11766758850945,266.06332049717383
47,48,Tandem Unlimited,"James Ward
Rhett Stuman

TC Janet Ward
TC Penny Stuman",33,0 days 03:36:00,0 days 08:50:00,0 days 14:00:00,0 days 21:25:00,1 days 08:45:00,1 days 18:49:00,1 days 22:03:00,2 days 11:48:00,3 days 00:47:00,3 days 07:48:00,3 days 20:44:00,Tandem Unlimited,['James Ward\nRhett Stuman\n\n'],['Janet Ward\nTC Penny Stuman'],-2.823763907144894e-07,45.28606025715425,82.05304118309591,115.02784791089,146.80652484230075,174.09800047062208,202.0401799569924,225.68833025533183,250.50892869765977,262.7244196396865,266.06332049717383
48,49,Mixed Tandem Unlimited,"Cliff De La Cerda
Daniela De La Cerda

TC Kyla Grey
TC Adam Casares",13,0 days 03:53:00,0 days 09:20:00,0 days 15:16:00,0 days 23:40:00,1 days 10:40:00,1 days 22:24:00,2 days 00:55:00,2 days 16:19:00,3 days 02:24:00,3 days 08:37:00,3 days 21:35:00,Mixed Tandem Unlimited,['Cliff De La Cerda\nDaniela De La Cerda\n\n'],['Kyla Grey\nTC Adam Casares'],-2.823763907144894e-07,42.947554605353446,75.73851103302947,108.29930921200746,138.40090939169926,165.73744144588312,190.76405995937031,218.87264669510435,248.47966942954318,261.69735539698587,266.06332049717383
49,50,USCA C-2,"Clara Fuller
Thomas Fuller

TC Cheeyen Fuller
TC Bob Fuller",8290,0 days 04:04:00,0 days 09:50:00,0 days 15:28:00,1 days 01:20:00,1 days 12:59:00,2 days 01:30:00,2 days 04:03:00,2 days 17:45:00,3 days 03:35:00,3 days 10:10:00,3 days 21:49:00,USCA C-2,['Clara Fuller\nThomas Fuller\n\n'],['Cheeyen Fuller\nTC Bob Fuller'],-2.823763907144894e-07,41.241321253154794,73.06264201615728,101.80827752962671,131.64443103005414,157.1042008066766,185.39125294103079,214.83723620530142,244.34247048365015,260.88749407284877,266.06332049717383
50,51,Aluminum,"Blair Severson
Regan Gilbert

TC Kasey Gilbert
TC Sergio Vega",1013,0 days 04:02:00,0 days 09:45:00,0 days 16:06:00,1 days 00:47:00,1 days 12:03:00,2 days 00:26:00,2 days 03:02:00,2 days 17:44:00,3 days 03:13:00,3 days 10:18:00,3 days 21:52:00,Aluminum,['Blair Severson\nRegan Gilbert\n\n'],['Kasey Gilbert\nTC Sergio Vega'],-2.823763907144894e-07,41.4430067437951,72.79711481933494,104.12203151104947,134.1113499231662,160.0985448390396,186.5353559264168,215.3809507679443,244.42178975627323,260.7819101578968,266.06332049717383
51,52,Aluminum,"Justin McKinney
Anthony Krenz

TC Molly Krenz",303,0 days 03:53:00,0 days 09:31:00,0 days 15:20:00,0 days 23:55:00,1 days 10:05:00,1 days 21:04:00,1 days 23:50:00,2 days 13:27:00,3 days 01:24:00,3 days 08:45:00,3 days 21:59:00,Aluminum,['Justin McKinney\nAnthony Krenz\n\n'],['Molly Krenz'],-2.823763907144894e-07,42.34430890323699,75.22915584373035,109.13680689819242,141.06351085809794,169.15881810781977,197.46309657350173,223.534765438414,248.42847396822913,261.30779192439456,266.06332049717383
52,53,Aluminum,"Alex Daresh
Jose Ramirez

TC Jacob Hannusch",8004,0 days 03:48:00,0 days 09:44:00,0 days 15:31:00,1 days 00:51:00,1 days 10:18:00,1 days 22:47:00,2 days 00:51:00,2 days 13:42:00,3 days 02:27:00,3 days 08:30:00,3 days 22:56:00,Aluminum,['Alex Daresh\nJose Ramirez\n\n'],['Jacob Hannusch'],-2.823763907144894e-07,41.58192810830326,73.6001606532063,107.15868790837374,138.46619671299774,166.47541832254217,196.46840860329723,221.55438628226395,248.77749324875452,260.66330239205496,266.06332049717383
53,54,Novice,"Benjamin West
Stevens Herbst

TC Stephen Hight
TC Duane Herbst",1996,0 days 03:56:00,0 days 09:29:00,0 days 14:57:00,1 days 00:34:00,1 days 11:14:00,1 days 23:10:00,2 days 01:47:00,2 days 16:12:00,3 days 02:57:00,3 days 10:31:00,3 days 23:07:00,Novice,['Benjamin West\nStevens Herbst\n\n'],['Stephen Hight\nTC Duane Herbst'],-2.823763907144894e-07,42.57966318497011,74.7517828390003,105.83967744284845,136.65734314250332,163.60545322943454,190.33908965309024,218.1326545755151,244.27975711958746,259.6477101839002,266.06332049717383
54,55,Unlimited Women,"Megan Lowry
Brandy Kalkbrenner

TC Chris Kalkbrenner
TC Kelly Campbell",8008,0 days 04:02:00,0 days 09:45:00,0 days 16:56:00,1 days 02:32:00,1 days 13:58:00,2 days 01:45:00,2 days 04:09:00,2 days 16:37:00,3 days 04:41:00,3 days 12:30:00,4 days 00:52:00,Unlimited Women,['Megan Lowry\nBrandy Kalkbrenner\n\n'],['Chris Kalkbrenner\nTC Kelly Campbell'],-2.823763907144894e-07,41.348860108290154,69.4612533547896,98.2006642836304,129.47852428394708,156.42714017783757,187.29468362818687,215.26490717574308,239.90547296534078,257.2909956093543,266.06332049717383
55,56,Novice,"John Sangree
John Herrmann

TC Scott Guptill
TC Michael Bednara
",1804,0 days 04:49:00,0 days 10:42:00,0 days 17:56:00,1 days 04:24:00,1 days 14:47:00,2 days 03:49:00,2 days 06:20:00,2 days 18:53:00,3 days 08:01:00,3 days 16:15:00,4 days 01:00:00,Novice,['John Sangree\nJohn Herrmann\n\n'],['Scott Guptill\nTC Michael Bednara\n'],-2.823763907144894e-07,37.81635145792814,66.32343716877907,92.6756408955034,126.97222481606234,151.24944341896023,180.42853181563635,208.85337811517536,232.231435326351,253.42435920249014,266.06332049717383
56,57,Tandem Unlimited,"Lee Lichlyter
Bruce Beall

TC RoxAnne Lichlyter
TC Jennifer Beall",6,0 days 03:34:00,0 days 08:44:00,0 days 13:55:00,0 days 20:45:00,1 days 06:34:00,1 days 18:23:00,1 days 21:09:00,2 days 13:15:00,3 days 02:19:00,3 days 12:20:00,4 days 01:11:00,Tandem Unlimited,['Lee Lichlyter\nBruce Beall\n\n'],['RoxAnne Lichlyter\nTC Jennifer Beall'],-2.823763907144894e-07,45.66877635937874,84.14304084533873,121.87965005789192,149.27798945413392,174.63639920281656,198.5749038678913,222.1273833376399,242.48009769382162,257.2316208895074,266.06332049717383
57,58,Solo Unlimited Woman,"Martha Adame

TC Adam Adame
TC Jessica Ortiz",388,0 days 03:59:00,0 days 09:23:00,0 days 14:54:00,0 days 22:58:00,1 days 08:58:00,1 days 22:34:00,2 days 00:38:00,2 days 13:42:00,3 days 03:24:00,3 days 13:00:00,4 days 01:13:00,Solo Unlimited Woman,['Martha Adame\n\n'],['Adam Adame\nTC Jessica Ortiz'],-2.823763907144894e-07,42.93565926951859,77.50658629925144,113.02629340517579,140.38201625824635,167.05729763653488,196.55295517028765,220.16841468630216,240.8926292310156,256.73066319738183,266.06332049717383
58,59,Unlimited,"Mike Buck - out @ Palmetto
Kent Fish
Dennis Hall

TC Kim Buck
TC Robin Buck",6962,0 days 03:51:00,0 days 10:07:00,0 days 21:16:00,1 days 04:13:00,1 days 15:07:00,2 days 03:51:00,2 days 06:30:00,2 days 23:04:00,3 days 08:05:00,3 days 15:00:00,4 days 01:19:00,Unlimited,['Mike Buck - out @ Palmetto\nKent Fish\nDennis Hall\n\n'],['Kim Buck\nTC Robin Buck'],-2.823763907144894e-07,40.190977690512625,58.90296948336437,93.02821141869738,126.21350877394822,151.06270373136465,175.82152376475653,199.08570435475872,231.9866355220972,254.85874859013398,266.06332049717383
59,60,Novice,"Marco Lozano
Alex Szczepaniak

TC Norma Lozano
TC Roy Lozano",22,0 days 04:05:00,0 days 10:09:00,0 days 16:28:00,1 days 03:18:00,1 days 16:44:00,2 days 03:23:00,2 days 06:08:00,2 days 22:54:00,3 days 08:44:00,3 days 17:50:00,4 days 01:23:00,Novice,['Marco Lozano\nAlex Szczepaniak\n\n'],['Norma Lozano\nTC Roy Lozano'],-2.823763907144894e-07,40.046454336441926,69.63382886919575,94.413376970593,121.995786519149,151.54990091053756,176.5117407064493,199.49841616018904,229.9806699425338,250.61337608893743,266.06332049717383
60,61,Tandem Unlimited,"Benjamin Duckett
Jay Fox

TC Constance Harris
TC Emily Duckett",728,0 days 03:35:00,0 days 09:02:00,0 days 14:16:00,0 days 21:10:00,1 days 07:12:00,1 days 17:35:00,1 days 19:55:00,2 days 08:50:00,2 days 20:51:00,3 days 04:45:00,4 days 01:38:00,Tandem Unlimited,['Benjamin Duckett\nJay Fox\n\n'],['Constance Harris\nTC Emily Duckett'],-2.823763907144894e-07,44.43899974552335,82.61708961293176,119.58698384251652,150.83488620563145,181.1777886550052,209.65820799507836,234.88981054520724,252.72331545948893,260.28853570770343,266.06332049717383
61,62,Solo Unlimited Man,"Nate Jacobson

TC Charity Jacobson
TC Lisa Jacobson",512,0 days 03:51:00,0 days 09:20:00,0 days 14:42:00,0 days 21:25:00,1 days 08:47:00,1 days 20:35:00,1 days 22:55:00,2 days 13:27:00,3 days 05:33:00,3 days 14:43:00,4 days 01:44:00,Solo Unlimited Man,['Nate Jacobson\n\n'],['Charity Jacobson\nTC Lisa Jacobson'],-2.823763907144894e-07,43.19211088866641,81.54100748881737,114.94555547241961,143.36974862957615,171.20292583302196,197.72195737712997,217.87232281588842,237.07976304266555,254.97315778776908,266.06332049717383
62,63,Novice,"Peter Pham
Tony Kusbel

TC Joe Pham",2344,0 days 03:53:00,0 days 09:25:00,0 days 15:07:00,0 days 23:37:00,1 days 11:34:00,1 days 23:31:00,2 days 02:00:00,2 days 21:38:00,3 days 08:15:00,3 days 16:49:00,4 days 01:46:00,Novice,['Peter Pham\nTony Kusbel\n\n'],['Joe Pham'],-2.823763907144894e-07,42.74100255354603,76.02190324958893,106.75839664543533,135.75711300093383,163.02622444025533,182.65661111806702,202.62760941521438,231.5474038930894,252.353460247354,266.06332049717383
63,64,Solo Unlimited Woman,"Cynthia Amodio

TC Charlie Stewart
TC David Amodio",6774,0 days 03:54:00,0 days 08:46:00,0 days 13:46:00,0 days 21:46:00,1 days 07:01:00,1 days 16:10:00,1 days 19:28:00,2 days 08:33:00,3 days 01:25:00,3 days 07:20:00,4 days 01:48:00,Solo Unlimited Woman,['Cynthia Amodio\n\n'],['Charlie Stewart\nTC David Amodio'],-2.823763907144894e-07,45.71605640820849,81.28597371290486,119.94607388645059,155.0834603859953,182.27217229276738,207.8474132291187,226.05088070185232,250.83496911774898,259.3902227016955,266.06332049717383
64,65,Aluminum,"Ross Conner
Jack Conner

TC Troy Austin
TC Josh Dacus",817,0 days 04:13:00,0 days 10:44:00,0 days 17:07:00,1 days 02:07:00,1 days 13:59:00,2 days 02:12:00,2 days 04:39:00,2 days 22:21:00,3 days 08:12:00,3 days 14:25:00,4 days 02:02:00,Aluminum,['Ross Conner\nJack Conner\n\n'],['Troy Austin\nTC Josh Dacus'],-2.823763907144894e-07,37.96891807869021,69.48506950858238,99.09141044772568,129.2416865905529,155.14180248068405,179.03053488964298,200.80510692962622,231.64698389607162,255.13796299351972,266.06332049717383
65,66,Aluminum,"Daniel Lee
Tim Jones

TC Ivory Jones
TC Jack Lee",700,0 days 03:52:00,0 days 09:41:00,0 days 15:35:00,1 days 01:39:00,1 days 12:20:00,2 days 02:52:00,2 days 05:00:00,2 days 20:01:00,3 days 08:36:00,3 days 18:45:00,4 days 02:47:00,Aluminum,['Daniel Lee\nTim Jones\n\n'],['Ivory Jones\nTC Jack Lee'],-2.823763907144894e-07,41.73782187981085,72.52975184511102,102.0529729007812,132.00139542205716,153.77293779300456,180.9920589069851,206.4065264009293,230.8064059802755,248.934996702185,266.06332049717383
66,67,Novice,"Collin Koonce
Ian Magee

TC Laurinda Magee
TC Harold Magee",6288,0 days 04:26:00,0 days 10:20:00,0 days 19:53:00,1 days 05:35:00,1 days 18:50:00,2 days 04:48:00,2 days 07:23:00,2 days 22:55:00,3 days 11:13:00,3 days 20:10:00,4 days 03:26:00,Novice,['Collin Koonce\nIan Magee\n\n'],['Laurinda Magee\nTC Harold Magee'],-2.823763907144894e-07,39.29472036667538,61.55404476822796,88.131295265446,116.09534821656062,146.7706078331179,174.4810044032203,199.2928021569351,224.2409758713316,245.90847620453286,266.06332049717383
67,68,Novice,"Robert Kliment
Mike Schrader

TC Bryan Bledsoe
TC Todd Mullen",3003,0 days 04:37:00,0 days 10:40:00,0 days 21:34:00,1 days 16:57:00,1 days 19:51:00,2 days 04:14:00,2 days 06:55:00,2 days 22:38:00,3 days 09:43:00,3 days 20:30:00,4 days 03:31:00,Novice,['Robert Kliment\nMike Schrader\n\n'],['Bryan Bledsoe\nTC Todd Mullen'],-2.823763907144894e-07,38.02426273367777,58.281924256906535,72.4356104120831,85.70548801975414,147.2305099576634,175.49176284511742,200.01413347763295,227.51486834027975,246.09285223497466,266.06332049717383
68,69,Solo Unlimited Man,"Donovann Fite

TC Woody Welch
TC Natalie George",69,0 days 04:25:00,0 days 10:20:00,0 days 20:33:00,1 days 03:55:00,1 days 19:42:00,2 days 04:44:00,2 days 07:12:00,2 days 22:59:00,3 days 11:13:00,3 days 20:00:00,4 days 03:33:00,Solo Unlimited Man,['Donovann Fite\n\n'],['Woody Welch\nTC Natalie George'],-2.823763907144894e-07,39.29848583816571,60.13499648034616,91.85688274942942,115.33251326277274,146.08568200825158,174.74724433793415,199.16603579143168,224.19721879839588,246.1672632529104,266.06332049717383
69,70,Novice,"Cody Hardin
Chris Withers

TC Cody Fowler
",4,0 days 04:36:00,0 days 10:39:00,0 days 20:29:00,1 days 05:08:00,1 days 20:25:00,2 days 05:24:00,2 days 08:10:00,2 days 23:03:00,3 days 11:20:00,3 days 20:10:00,4 days 03:39:00,Novice,['Cody Hardin\nChris Withers\n\n'],['Cody Fowler\n'],-2.823763907144894e-07,38.089442733979396,60.23148824718626,89.06724225762116,113.31088685537048,143.68424472030765,172.95279585960267,198.84819956224786,223.9384633943821,245.85094224468378,266.06332049717383
70,71,Solo Unlimited Woman,"Erin Magee

TC Clara Snyder
TC Rob Nichols",497,0 days 03:54:00,0 days 08:55:00,0 days 13:47:00,0 days 19:50:00,1 days 04:12:00,1 days 13:00:00,1 days 15:28:00,2 days 04:55:00,2 days 15:59:00,3 days 04:50:00,4 days 03:59:00,Solo Unlimited Woman,['Erin Magee\n\n'],['Clara Snyder\nTC Rob Nichols'],-2.823763907144894e-07,45.22002144706083,87.70422141559499,130.49058233025505,164.5544918012772,193.20950482043727,221.21910289485774,240.69570804775438,252.42570837305058,259.2502015127286,266.06332049717383
71,DNF,Unlimited Man,"Colton Moore

TC Felecity Mayden
TC Dylan Mumma",45,0 days 03:55:00,0 days 09:50:00,0 days 14:01:00,0 days 20:52:00,1 days 07:11:00,1 days 16:35:00,1 days 18:55:00,2 days 08:31:00,2 days 17:43:00,3 days 02:54:00,,Solo Unlimited Man,['Colton Moore\n\n'],['Felecity Mayden\nTC Dylan Mumma'],-2.823763907144894e-07,41.452706472855496,83.71183150926507,119.76854779442849,153.69624843571683,183.09965803961487,213.192153539863,240.66334716122907,250.26461887881922,250.26461887881922,250.26461887881922
72,DNF,,"Hoyt Moss
Jay Jackson

TC Charlie Chapman
TC Wade Parsons",1620,0 days 03:28:00,0 days 08:19:00,0 days 13:04:00,0 days 19:28:00,1 days 04:09:00,1 days 12:43:00,1 days 13:50:00,2 days 00:08:00,2 days 08:27:00,2 days 14:13:00,,,['Hoyt Moss\nJay Jackson\n\n'],['Charlie Chapman\nTC Wade Parsons'],-2.823763907144894e-07,47.93649773733662,89.24189576892677,130.85154171862658,171.1335529619384,208.45851226575346,243.34776547863677,250.26461887881922,250.26461887881922,250.26461887881922,250.26461887881922
73,DNF,,"Ryan Stewart
Marsh Alkire

TC Tabette Stewart
TC Ashton Alkire",1927,0 days 03:31:00,0 days 08:42:00,0 days 13:54:00,0 days 21:37:00,1 days 07:05:00,1 days 18:02:00,1 days 20:28:00,2 days 08:58:00,2 days 19:05:00,3 days 02:25:00,,,['Ryan Stewart\nMarsh Alkire\n\n'],['Tabette Stewart\nTC Ashton Alkire'],-2.823763907144894e-07,45.784767133376945,81.5774001045096,119.77834855902182,149.78424984264987,180.087037125023,210.77311330741762,239.42719084972268,250.26461887881922,250.26461887881922,250.26461887881922
74,DNF,,"Daryl Ezell
Avery Ezell
Leonard Garner - out @ Hochheim

TC Lee Ezell
TC Joe Fore",2727,0 days 04:49:00,0 days 11:00:00,0 days 18:11:00,1 days 02:02:00,1 days 13:32:00,2 days 01:24:00,2 days 03:55:00,2 days 21:28:00,3 days 09:38:00,3 days 19:32:00,,,['Daryl Ezell\nAvery Ezell\nLeonard Garner - out @ Hochheim\n\n'],['Lee Ezell\nTC Joe Fore'],-2.823763907144894e-07,36.80499264717315,67.19720179200462,99.74650914340172,130.59562242402293,157.416037295862,180.77777369735276,202.91310985202335,228.14860174573076,247.47763529062388,250.26461887881922
75,DNF,C-1 Man,"Richard Zambrana

TC Tina Sacket",17,0 days 03:24:00,0 days 08:23:00,0 days 13:23:00,0 days 19:06:00,1 days 04:01:00,1 days 12:03:00,1 days 14:12:00,2 days 02:36:00,2 days 14:45:00,,,USCA C-1 Man,['Richard Zambrana\n\n'],['Tina Sacket'],-2.823763907144894e-07,47.29640308708307,90.7059917918329,131.83035481255925,168.62088464343165,199.7023302166335,225.3211189228528,232.2703987550363,232.2703987550363,232.2703987550363,232.2703987550363
76,DNF,,"Kaarin Gerber
Kristin Gonzalez

TC Craig Dilley
TC Josh London",666,0 days 04:13:00,0 days 10:32:00,0 days 17:32:00,1 days 05:15:00,1 days 19:44:00,2 days 05:37:00,2 days 07:39:00,2 days 22:15:00,3 days 10:09:00,,,,['Kaarin Gerber\nKristin Gonzalez\n\n'],['Craig Dilley\nTC Josh London'],-2.823763907144894e-07,38.63375592911031,66.65972157969153,88.88483370802973,114.46759791532102,144.08111358544522,174.5093283732588,200.90726844912888,226.72318523582427,232.2703987550363,232.2703987550363
77,DNF,,"Seth Fry
Bryan Moczygemba

TC David Lee
TC Keith Olenick",1099,0 days 05:00:00,0 days 10:53:00,0 days 19:14:00,1 days 03:16:00,1 days 17:32:00,2 days 04:26:00,2 days 07:29:00,2 days 21:07:00,3 days 10:37:00,,,,['Seth Fry\nBryan Moczygemba\n\n'],['David Lee\nTC Keith Olenick'],-2.823763907144894e-07,37.07906040635774,63.69942411459028,94.06494497458243,120.03623247006857,148.59614882924595,175.79469506423914,203.57619057523866,226.31928820783918,232.2703987550363,232.2703987550363
78,DNF,Unlimited Man,"Justin Brzozowske

TC Carol Brzozowske",1966,0 days 03:39:00,0 days 08:47:00,0 days 14:09:00,0 days 21:34:00,1 days 08:45:00,1 days 18:45:00,1 days 21:58:00,2 days 11:45:00,,,,Solo Unlimited Man,['Justin Brzozowske\n\n'],['Carol Brzozowske'],-2.823763907144894e-07,45.304645606578696,81.53283216092554,114.90725798871955,146.95844503089802,174.3042415957649,201.5672169510256,201.5672169510256,201.5672169510256,201.5672169510256,201.5672169510256
79,DNF,,"Clint Simmons
Kenney Howitt
Chris Buxton

TC Rachel Simmons
TC Jennifer Howitt",727,0 days 03:19:00,0 days 09:29:00,0 days 16:35:00,1 days 02:29:00,1 days 14:02:00,1 days 23:20:00,2 days 03:31:00,,,,,,['Clint Simmons\nKenney Howitt\nChris Buxton\n\n'],['Rachel Simmons\nTC Jennifer Howitt'],-2.823763907144894e-07,42.13148561913839,70.12161034631669,98.24758397373523,130.7096692641823,160.35553046654638,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
80,DNF,C-1 Man,"Tyler Payne

TC Alan Payne
TC Jody Allen
",871,0 days 04:04:00,0 days 09:45:00,0 days 16:53:00,1 days 01:50:00,1 days 13:53:00,2 days 04:21:00,2 days 15:00:00,,,,,USCA C-1 Man,['Tyler Payne\n\n'],['Alan Payne\nTC Jody Allen\n'],-2.823763907144894e-07,41.35388859447624,70.20168294058189,99.77814926946314,128.64804280526008,150.51991486455287,160.95117665384163,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
81,DNF,,"Liia Dotcenko-Lewey
Graham Daly

TC Julie Lewey
TC Jeff Carter",1105,0 days 03:41:00,0 days 09:13:00,0 days 17:53:00,1 days 03:59:00,1 days 19:27:00,2 days 04:18:00,2 days 07:26:00,,,,,,['Liia Dotcenko-Lewey\nGraham Daly\n\n'],['Julie Lewey\nTC Jeff Carter'],-2.823763907144894e-07,42.49458048588721,66.63514837254735,91.79730827759867,115.75358208809018,147.43663994365198,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
82,DNF,Unlimited,"Dylan McHardy
Ryan Milby

TC Laura Milby",1111,0 days 02:50:00,0 days 07:15:00,0 days 11:12:00,0 days 16:19:00,0 days 23:42:00,1 days 06:16:00,1 days 07:55:00,,,,,Unlimited,['Dylan McHardy\nRyan Milby\n\n'],['Laura Milby'],-2.823763907144894e-07,54.98243698978793,105.45049164171571,154.37487857530792,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
83,DNF,,"Jared O'Brien
Chris Davis

TC Jami O'Brien
TC Ana Davis",1984,0 days 03:50:00,0 days 09:04:00,0 days 14:41:00,0 days 22:14:00,1 days 07:30:00,1 days 20:03:00,1 days 22:22:00,,,,,,"[""Jared O'Brien\nChris Davis\n\n""]","[""Jami O'Brien\nTC Ana Davis""]",-2.823763907144894e-07,44.05680453455587,79.35757500861729,118.02081073540685,145.4488646872997,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
84,DNF,Unlimited Man,"Jay Berger

TC Patty Berger
TC Victor Berger",712,0 days 03:15:00,0 days 07:49:00,0 days 12:13:00,0 days 17:51:00,1 days 03:00:00,1 days 11:07:00,,,,,,Solo Unlimited Man,['Jay Berger\n\n'],['Patty Berger\nTC Victor Berger'],-2.823763907144894e-07,50.85999115150185,95.67242102029576,135.71343594539937,155.65980479848668,155.65980479848668,155.65980479848668,155.65980479848668,155.65980479848668,155.65980479848668,155.65980479848668
85,DNF,Unlimited Man,"Michael Carson

TC Lori Musico
TC Dustin Ryktarsyk
",1213,0 days 04:17:00,0 days 10:15:00,0 days 17:31:00,1 days 01:31:00,1 days 12:37:00,2 days 01:30:00,,,,,,Solo Unlimited Man,['Michael Carson\n\n'],['Lori Musico\nTC Dustin Ryktarsyk\n'],-2.823763907144894e-07,39.64010771322204,69.22904585530999,101.93172334909104,132.32792161596035,155.65980479848668,155.65980479848668,155.65980479848668,155.65980479848668,155.65980479848668,155.65980479848668
86,DNF,,"Sean Leahy
Egan Gyldenege

TC Bruce Abbitt
TC Olivia Palomares",1450,0 days 03:32:00,0 days 08:47:00,0 days 14:12:00,0 days 20:45:00,1 days 05:40:00,1 days 14:45:00,,,,,,,['Sean Leahy\nEgan Gyldenege\n\n'],['Bruce Abbitt\nTC Olivia Palomares'],-2.823763907144894e-07,45.26150853401713,84.02092264100934,125.17964547916029,155.65980479848668,155.65980479848668,155.65980479848668,155.65980479848668,155.65980479848668,155.65980479848668,155.65980479848668
87,DNF,,"Gena McKinley
Ellen Gass

TC Lisa Barden
TC Reid Fisher",40,0 days 04:09:00,0 days 10:00:00,0 days 18:25:00,1 days 01:55:00,1 days 12:37:00,,,,,,,,['Gena McKinley\nEllen Gass\n\n'],['Lisa Barden\nTC Reid Fisher'],-2.823763907144894e-07,40.631462745742425,66.67476336103434,101.10604958446979,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
88,DNF,Unlimited Man,"Michael Tecci

TC Jessie Hazelwood",387,0 days 02:54:00,0 days 07:08:00,0 days 11:03:00,0 days 16:32:00,1 days 00:26:00,,,,,,,Solo Unlimited Man,['Michael Tecci\n\n'],['Jessie Hazelwood'],-2.823763907144894e-07,55.71858367634902,103.22539431089469,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
89,DNF,Unlimited Man,"Daniel Baumbach

TC Clay Garner
TC Melanie Garner",71,0 days 02:56:00,0 days 07:17:00,0 days 11:23:00,0 days 18:27:00,1 days 03:22:00,,,,,,,Solo Unlimited Man,['Daniel Baumbach\n\n'],['Clay Garner\nTC Melanie Garner'],-2.823763907144894e-07,54.28981421215587,93.40700569136345,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
