,Overall Place,Recognition,Team Members,Boat #,Staples,Luling 90,Palmetto,Gonzales,Hochheim,Cheapside,Cuero 236,Victoria,Swinging Bridge (off Canal Rd),Calhouns RV,Seadrift,Class,Competitors,Team Captions,0,600,1200,1800,2400,3000,3600,4200,4800,5400,6000
42,43,Aluminum,"Colton Moore
Braden Ballard

TC Felecity Mayden
TC Rowdy Ballard",8000,0 days 03:41:00,0 days 08:48:00,0 days 13:49:00,0 days 22:19:00,1 days 07:43:00,1 days 14:58:00,1 days 20:18:00,2 days 07:30:00,2 days 16:17:00,2 days 22:14:00,3 days 03:21:00,Aluminum,"['Colton Moore', 'Braden Ballard', '', '']","['Felecity Mayden', 'TC Rowdy Ballard']",-2.823763907144894e-07,45.5621991697914,79.95577147606694,117.25184030004422,151.75002021475493,182.6408367002009,217.2974998487161,252.25449744293894,266.06332049717383,266.06332049717383,266.06332049717383
43,44,Unlimited,"Paul Glisson
Rhett Stuman
James Ward
Justin Brzozowske

TC Emily Addlesperger
TC Janet Ward",1004,0 days 03:22:00,0 days 08:31:00,0 days 13:11:00,0 days 18:20:00,1 days 03:21:00,1 days 09:51:00,1 days 13:27:00,2 days 00:28:00,2 days 08:26:00,2 days 15:57:00,3 days 04:22:00,Unlimited,"['Paul Glisson', 'Rhett Stuman', 'James Ward', 'Justin Brzozowske', '', '']","['Emily Addlesperger', 'TC Janet Ward']",-2.823763907144894e-07,47.18352118144917,93.81499333522353,134.219666721756,171.94721060386783,207.47661595932894,242.13991561461228,259.4010633123605,266.06332049717383,266.06332049717383,266.06332049717383
44,45,Solo Unlimited Man,"Jackson Baker

TC Chris Baker
TC Chuck Baker",72,0 days 03:45:00,0 days 08:38:00,0 days 13:32:00,0 days 19:45:00,1 days 04:37:00,1 days 10:19:00,1 days 16:08:00,2 days 02:41:00,2 days 14:30:00,2 days 21:17:00,3 days 05:01:00,Solo Unlimited Man,"['Jackson Baker', '', '']","['Chris Baker', 'TC Chuck Baker']",-2.823763907144894e-07,46.380727504736036,88.0108360774517,130.09102364771192,162.7056286869704,199.070880943219,225.77466212513278,254.27428110191534,266.06332049717383,266.06332049717383,266.06332049717383
45,46,Aluminum,"Dalan Hoyt  Moss 
Guthrie Moss

TC Wade Parsons
TC Charlie Chapman",1620,0 days 03:53:00,0 days 09:09:00,0 days 14:48:00,0 days 21:20:00,1 days 07:47:00,1 days 13:17:00,1 days 18:11:00,2 days 05:18:00,2 days 15:43:00,2 days 22:36:00,3 days 05:06:00,Aluminum,"['Dalan Hoyt  Moss ', 'Guthrie Moss', '', '']","['Wade Parsons', 'TC Charlie Chapman']",-2.823763907144894e-07,43.73256627104462,81.7168516789722,117.69536480287839,156.79437187034316,190.1262626524761,221.31550348736528,251.25711938913742,266.06332049717383,266.06332049717383,266.06332049717383
46,47,Solo Unlimited Man,"Benjamin Duckett

TC Constance Harris
TC Emily Duckett",728,0 days 03:29:00,0 days 08:12:00,0 days 12:39:00,0 days 18:11:00,1 days 02:31:00,1 days 08:25:00,1 days 11:53:00,2 days 01:48:00,2 days 10:28:00,2 days 21:42:00,3 days 06:12:00,Solo Unlimited Man,"['Benjamin Duckett', '', '']","['Constance Harris', 'TC Emily Duckett']",-2.823763907144894e-07,48.9693934403421,95.04354308741235,138.79121766415773,174.42697312308198,202.27575191573357,235.10953734413698,253.52875654829035,266.06332049717383,266.06332049717383,266.06332049717383
47,48,Novice,"Robert Welch
Brandon Williams

TC John Peterek
TC Chad Clark",920,0 days 03:43:00,0 days 09:00:00,0 days 14:34:00,0 days 20:21:00,1 days 06:44:00,1 days 16:11:00,1 days 19:36:00,2 days 09:20:00,2 days 17:45:00,2 days 23:18:00,3 days 07:11:00,Novice,"['Robert Welch', 'Brandon Williams', '', '']","['John Peterek', 'TC Chad Clark']",-2.823763907144894e-07,44.334435958413934,85.40949708983088,121.40163573882536,148.5548041570711,180.9870753190609,211.29495772061316,248.1981552933812,266.06332049717383,266.06332049717383,266.06332049717383
48,49,Novice,"Robert Regan
Jaime Salazar

TC Wendy Regan
TC Ann Slimmer",1421,0 days 03:38:00,0 days 08:47:00,0 days 13:47:00,0 days 20:23:00,1 days 05:52:00,1 days 12:07:00,1 days 20:37:00,2 days 06:28:00,2 days 15:45:00,2 days 22:36:00,3 days 07:19:00,Novice,"['Robert Regan', 'Jaime Salazar', '', '']","['Wendy Regan', 'TC Ann Slimmer']",-2.823763907144894e-07,45.64734568304002,85.47220401820852,124.55229363325357,155.42991236738442,184.0900832913193,219.86785673366754,251.24829673438674,266.06332049717383,266.06332049717383,266.06332049717383
49,50,Solo Unlimited Man,"Nathan Russell

TC Roxanna Honstein
TC Alex Russell",3001,0 days 03:27:00,0 days 08:02:00,0 days 12:57:00,0 days 19:30:00,1 days 04:20:00,1 days 10:14:00,1 days 14:09:00,2 days 00:58:00,2 days 08:47:00,2 days 22:13:00,3 days 08:14:00,Solo Unlimited Man,"['Nathan Russell', '', '']","['Roxanna Honstein', 'TC Alex Russell']",-2.823763907144894e-07,48.876749765957655,89.0634303638165,131.08678416584274,169.61798124872297,205.62605974814429,237.25099032299664,252.73469467935004,265.760651549096,266.06332049717383,266.06332049717383
50,51,Unlimited,"Matthew  Elkjer
Philip Athey
Hudson Elkjer

TC Dirk Thiele
TC Alex Athey",5602,0 days 03:57:00,0 days 09:08:00,0 days 15:00:00,0 days 21:26:00,1 days 08:37:00,1 days 14:25:00,1 days 19:50:00,2 days 09:35:00,2 days 18:46:00,3 days 02:11:00,3 days 09:41:00,Unlimited,"['Matthew  Elkjer', 'Philip Athey', 'Hudson Elkjer', '', '']","['Dirk Thiele', 'TC Alex Athey']",-2.823763907144894e-07,43.67659715661737,81.23544151094558,115.34901501000392,153.1284470878781,180.3112756269038,209.64700163629158,241.3381663504552,263.1470811610989,266.06332049717383,266.06332049717383
51,52,Novice,"Alex Roessler
Andrew Parker

TC Levi Wildman
TC Luke Knackstedt",1986,0 days 03:47:00,0 days 08:58:00,0 days 14:05:00,0 days 22:31:00,1 days 09:04:00,1 days 18:18:00,1 days 22:46:00,2 days 10:44:00,2 days 20:41:00,3 days 02:26:00,3 days 09:46:00,Novice,"['Alex Roessler', 'Andrew Parker', '', '']","['Levi Wildman', 'TC Luke Knackstedt']",-2.823763907144894e-07,44.79439267451559,79.29035888156083,113.24813934973702,142.80738296174255,173.4398073749203,205.47582970999514,237.0332460554539,262.93315361304303,266.06332049717383,266.06332049717383
52,53,Tandem Unlimited Women,"Veronica Sosa
Felicia Ziegler

TC Jennifer Flanigan
TC David Carlson",15,0 days 03:43:00,0 days 08:52:00,0 days 13:50:00,0 days 19:48:00,1 days 06:16:00,1 days 12:31:00,1 days 18:20:00,2 days 05:18:00,2 days 16:55:00,3 days 01:09:00,3 days 10:01:00,Tandem Unlimited Women,"['Veronica Sosa', 'Felicia Ziegler', '', '']","['Jennifer Flanigan', 'TC David Carlson']",-2.823763907144894e-07,45.3351499720397,87.67413346560825,123.07448712187596,157.41579875776918,189.96977543562664,219.27550832148802,245.11236583304694,263.1081125791868,266.06332049717383,266.06332049717383
53,54,Standard,"Marco Lozano
Alex Szczepaniak

TC Sonia Ortiz
TC Ben Sanchez",222,0 days 04:11:00,0 days 09:38:00,0 days 14:59:00,0 days 21:45:00,1 days 07:14:00,1 days 12:32:00,1 days 18:11:00,2 days 06:40:00,2 days 16:54:00,3 days 01:01:00,3 days 10:27:00,Standard,"['Marco Lozano', 'Alex Szczepaniak', '', '']","['Sonia Ortiz', 'TC Ben Sanchez']",-2.823763907144894e-07,42.044206627710764,80.31402826415469,119.19973487985074,157.62160893714568,187.15936928344794,217.56887522021685,245.3396626415304,262.68877562642274,266.06332049717383,266.06332049717383
54,55,Tandem Unlimited,"John Dupont
Bill Stafford

TC Wade Stafford
TC Marie DuPont",65,0 days 03:22:00,0 days 08:11:00,0 days 12:44:00,0 days 18:22:00,1 days 02:34:00,1 days 08:17:00,1 days 12:10:00,1 days 22:35:00,2 days 07:30:00,2 days 15:50:00,3 days 10:38:00,Tandem Unlimited,"['John Dupont', 'Bill Stafford', '', '']","['Wade Stafford', 'TC Marie DuPont']",-2.823763907144894e-07,48.86164850767888,94.34647654634922,139.04612937778586,177.2093096842188,213.3319875488241,243.50227789513505,257.33211098296175,264.24335861954125,266.06332049717383,266.06332049717383
55,56,Solo Unlimited Woman,"Irene Moore

TC John Moore
TC Duncan Moore",25,0 days 03:34:00,0 days 08:14:00,0 days 13:29:00,0 days 20:04:00,1 days 05:48:00,1 days 12:46:00,1 days 18:19:00,2 days 06:08:00,2 days 16:16:00,3 days 01:07:00,3 days 10:56:00,Solo Unlimited Woman,"['Irene Moore', '', '']","['John Moore', 'TC Duncan Moore']",-2.823763907144894e-07,47.56797404846318,86.70565605226818,124.73682396372864,157.1882287241874,188.0860235198958,219.34274325861074,245.74520667926723,262.18081859905595,266.06332049717383,266.06332049717383
56,57,Solo Unlimited Man,"Jay Berger

TC Nadira Bakar
TC Jack Janecek",712,0 days 03:06:00,0 days 07:33:00,0 days 12:01:00,0 days 17:18:00,1 days 03:18:00,1 days 20:30:00,1 days 23:46:00,2 days 09:20:00,3 days 00:16:00,3 days 05:01:00,3 days 11:02:00,Solo Unlimited Man,"['Jay Berger', '', '']","['Nadira Bakar', 'TC Jack Janecek']",-2.823763907144894e-07,51.937966402194284,96.97026633574414,127.94632754144959,142.4938497219675,172.02359899851876,207.0499279874561,227.6100943740704,259.51275957935655,266.06332049717383,266.06332049717383
57,58,USCA C-1 Man,"Cody Smith

TC Josh Hernandez
TC Carson Smith",456,0 days 03:57:00,0 days 08:59:00,0 days 15:08:00,0 days 22:58:00,1 days 10:39:00,1 days 19:49:00,1 days 23:09:00,2 days 12:53:00,2 days 21:21:00,3 days 03:51:00,3 days 11:09:00,USCA C-1 Man,"['Cody Smith', '', '']","['Josh Hernandez', 'TC Carson Smith']",-2.823763907144894e-07,44.03906781507257,77.22481276455943,109.27154751604314,138.62209281872347,171.02441584722345,199.08824534535714,234.3503763735731,260.45668919528015,266.06332049717383,266.06332049717383
58,59,Solo Unlimited Woman,"Sonja St Clair

TC Larry St Clair",75,0 days 04:04:00,0 days 09:12:00,0 days 14:05:00,0 days 20:03:00,1 days 05:47:00,1 days 12:46:00,1 days 18:19:00,2 days 06:22:00,2 days 21:10:00,3 days 03:04:00,3 days 11:23:00,Solo Unlimited Woman,"['Sonja St Clair', '', '']",['Larry St Clair'],-2.823763907144894e-07,44.00837210555754,86.7505835481013,124.79482733064862,157.1882287241874,187.60077153218492,213.25378840345311,235.2082202501448,260.77753182377865,266.06332049717383,266.06332049717383
59,60,USCA C-1 Man,"Ryan Stewart

TC Tabette Stewart
TC Sam Lash",428,0 days 03:46:00,0 days 08:48:00,0 days 14:01:00,0 days 19:51:00,1 days 06:43:00,1 days 12:54:00,1 days 19:45:00,2 days 06:35:00,2 days 18:45:00,3 days 03:29:00,3 days 11:45:00,USCA C-1 Man,"['Ryan Stewart', '', '']","['Tabette Stewart', 'TC Sam Lash']",-2.823763907144894e-07,45.373161351617,87.47758548978663,121.57485864336965,155.3696607155903,185.26141242723818,215.2364417267838,240.01077348050723,260.1692524522683,266.06332049717383,266.06332049717383
60,61,Unlimited,"Wack Ezell
Trent Murphy
Bobby Sollock
Avery Ezell

TC Lee Ezell
TC Joey Zavesky",2727,0 days 04:08:00,0 days 09:28:00,0 days 15:39:00,0 days 21:21:00,1 days 08:23:00,1 days 14:29:00,1 days 22:35:00,2 days 09:16:00,2 days 19:07:00,3 days 03:49:00,3 days 12:28:00,Unlimited,"['Wack Ezell', 'Trent Murphy', 'Bobby Sollock', 'Avery Ezell', '', '']","['Lee Ezell', 'TC Joey Zavesky']",-2.823763907144894e-07,42.40942221101795,80.87420494864548,116.01473683531937,151.65901055931576,175.35212688129732,210.08722002354295,239.16381116896096,259.3539505372235,266.06332049717383,266.06332049717383
61,62,Mixed Tandem Unlimited ,"Jennifer Bugge
Johnny Martinez

TC Elizabeth Pierson
TC Sandy Pierson",818,0 days 03:50:00,0 days 09:11:00,0 days 14:38:00,0 days 22:32:00,1 days 08:18:00,1 days 14:20:00,1 days 20:23:00,2 days 06:25:00,2 days 22:06:00,3 days 04:50:00,3 days 12:44:00,Mixed Tandem Unlimited,"['Jennifer Bugge', 'Johnny Martinez', '', '']","['Elizabeth Pierson', 'TC Sandy Pierson']",-2.823763907144894e-07,43.72029351019614,78.71789895235048,115.29285306787818,152.8931244379264,184.60149765641742,212.49768018624727,232.0746292642562,258.2783978429069,266.06332049717383,266.06332049717383
62,63,Aluminum,"Mike Dey
Mike Smith

TC Cindy Gibeaux
TC Jake Gibeaux",6453,0 days 03:57:00,0 days 09:26:00,0 days 14:54:00,0 days 21:49:00,1 days 06:58:00,1 days 13:20:00,1 days 17:14:00,2 days 06:16:00,2 days 15:41:00,2 days 23:00:00,3 days 12:52:00,Aluminum,"['Mike Dey', 'Mike Smith', '', '']","['Cindy Gibeaux', 'TC Jake Gibeaux']",-2.823763907144894e-07,42.76819871134698,80.21037308046829,120.10403850299545,158.60330460887903,188.950216845198,220.26083560691885,250.22738092873675,261.50322614311534,266.06332049717383,266.06332049717383
63,64,Unlimited,"Cody Fowler
Cody Hardin
Chris Withers

TC Chad Keeth
TC Shayne Anderson",4,0 days 04:09:00,0 days 10:00:00,0 days 16:33:00,0 days 22:36:00,1 days 09:05:00,1 days 16:40:00,1 days 21:26:00,2 days 10:28:00,2 days 21:18:00,3 days 04:50:00,3 days 12:53:00,Unlimited,"['Cody Fowler', 'Cody Hardin', 'Chris Withers', '', '']","['Chad Keeth', 'TC Shayne Anderson']",-2.823763907144894e-07,40.631462745742425,75.91228178915625,113.12074062323127,146.84052145920137,176.53035736602394,205.91289806790098,234.20312132093332,258.18135021118326,266.06332049717383,266.06332049717383
64,65,Aluminum,"Alex Daresh
Jose Ramirez

TC Joseph Martin",8004,0 days 03:48:00,0 days 09:00:00,0 days 14:26:00,0 days 22:29:00,1 days 08:15:00,1 days 14:47:00,1 days 19:50:00,2 days 08:38:00,2 days 18:30:00,3 days 04:31:00,3 days 13:04:00,Aluminum,"['Alex Daresh', 'Jose Ramirez', '', '']",['Joseph Martin'],-2.823763907144894e-07,44.425306466700356,79.03135316611818,115.48254096972235,152.40979658704543,181.5941505196629,212.0436404719887,239.5382074054977,258.3636786857549,266.06332049717383,266.06332049717383
65,66,Novice,"Kyle Brodwater
Kody Brodwater

TC Cheryl Brodwater
TC Lisa Tomburo",609,0 days 03:48:00,0 days 08:57:00,0 days 13:53:00,0 days 21:07:00,1 days 07:42:00,1 days 14:46:00,1 days 21:00:00,2 days 10:39:00,2 days 22:26:00,3 days 06:22:00,3 days 13:06:00,Novice,"['Kyle Brodwater', 'Kody Brodwater', '', '']","['Cheryl Brodwater', 'TC Lisa Tomburo']",-2.823763907144894e-07,45.01873540007992,82.99530406887561,118.06677725138198,151.80751609502423,177.14380411453016,205.08483749717112,231.14128598713773,256.2219775754623,266.06332049717383,266.06332049717383
66,67,Aluminum,"Richard Wessels

David Deal

TC Donna Davenport
TC Howard Johnson",8183,0 days 04:08:00,0 days 09:28:00,0 days 15:44:00,0 days 22:27:00,1 days 10:53:00,1 days 22:55:00,2 days 02:10:00,2 days 12:15:00,2 days 22:58:00,3 days 06:30:00,3 days 13:10:00,Aluminum,"['Richard Wessels', '', 'David Deal', '', '']","['Donna Davenport', 'TC Howard Johnson']",-2.823763907144894e-07,42.38577913302226,77.58386193555548,109.46575599380029,134.65793368872178,162.30899419732944,200.6116551532379,229.500904906463,255.9936326906775,266.06332049717383,266.06332049717383
67,68,Aluminum,"Kate Motsko 
Stefan Grater

TC Paula Sanchez",4321,0 days 04:09:00,0 days 11:28:00,0 days 17:37:00,1 days 02:05:00,1 days 15:43:00,1 days 23:51:00,2 days 03:59:00,2 days 17:13:00,3 days 01:35:00,3 days 07:55:00,3 days 13:13:00,Aluminum,"['Kate Motsko ', 'Stefan Grater', '', '']",['Paula Sanchez'],-2.823763907144894e-07,35.888615525617524,68.48516610682566,97.61075596174122,124.89015546368998,156.31520517126535,186.37410529375722,219.12062965570902,253.27446968186302,266.06332049717383,266.06332049717383
68,69,Aluminum,"Stephen Bilby
Eliot Howard

TC Mark Cchnur",9910,0 days 04:36:00,0 days 11:28:00,0 days 17:35:00,1 days 01:45:00,1 days 15:43:00,1 days 23:56:00,2 days 03:59:00,2 days 17:13:00,3 days 01:35:00,3 days 07:55:00,3 days 13:13:00,Aluminum,"['Stephen Bilby', 'Eliot Howard', '', '']",['Mark Cchnur'],-2.823763907144894e-07,35.57779786798798,68.85612863087101,98.24101230042783,124.88131510962324,156.17711835503098,186.37410529375722,219.12062965570902,253.27446968186302,266.06332049717383,266.06332049717383
69,70,Novice,"Stormy Massicotte 
Levi Massicotte

TC Toni McCornack",1417,0 days 04:11:00,0 days 09:48:00,0 days 15:24:00,0 days 23:15:00,1 days 09:52:00,1 days 23:10:00,2 days 02:52:00,2 days 13:24:00,3 days 00:23:00,3 days 07:15:00,3 days 13:32:00,Novice,"['Stormy Massicotte ', 'Levi Massicotte', '', '']",['Toni McCornack'],-2.823763907144894e-07,41.36764908683307,76.31712004692139,110.52375577221898,135.55734321860024,159.75022684418843,196.444679971746,225.60794807525855,254.62108090871902,266.06332049717383,266.06332049717383
70,71,Unlimited,"Samuel Predtechenskis
Beau Predtechenskis
James Predtechenskis
Cooper Fawks

TC Anna Kathryn Lipe
TC Claire Predtechenskis",1940,0 days 03:56:00,0 days 09:13:00,0 days 14:09:00,0 days 20:41:00,1 days 07:33:00,1 days 15:16:00,1 days 20:43:00,2 days 13:08:00,2 days 22:12:00,3 days 08:21:00,3 days 14:15:00,Unlimited,"['Samuel Predtechenskis', 'Beau Predtechenskis', 'James Predtechenskis', 'Cooper Fawks', '', '']","['Anna Kathryn Lipe', 'TC Claire Predtechenskis']",-2.823763907144894e-07,43.90450742437516,84.27587310180866,118.7334192139044,150.92214157913452,175.429772283823,198.90651899089121,231.59312268583017,252.35294127883995,266.06332049717383,266.06332049717383
71,72,Novice,"Tim Wilson
Chase Taylor

TC Abby Taylor
TC Millie Wilson",7001,0 days 03:59:00,0 days 09:29:00,0 days 15:09:00,0 days 21:41:00,1 days 11:55:00,1 days 22:20:00,2 days 03:15:00,2 days 14:22:00,3 days 01:33:00,3 days 07:13:00,3 days 14:41:00,Novice,"['Tim Wilson', 'Chase Taylor', '', '']","['Abby Taylor', 'TC Millie Wilson']",-2.823763907144894e-07,42.51090316946796,80.33891706667565,108.61616469453583,133.82701790770216,159.4704643376143,193.36208811065174,222.524083219635,254.4332951215833,266.06332049717383,266.06332049717383
72,73,Novice,"JR Gideon
Jack Craddock

TC Everett Eolff",34,0 days 03:59:00,0 days 09:27:00,0 days 14:55:00,0 days 21:50:00,1 days 10:04:00,1 days 17:10:00,1 days 23:07:00,2 days 12:50:00,3 days 00:09:00,3 days 07:33:00,3 days 14:42:00,Novice,"['JR Gideon', 'Jack Craddock', '', '']",['Everett Eolff'],-2.823763907144894e-07,42.70535353588802,80.14839369228467,111.70135987819293,144.92868148598376,171.1277939473796,199.22572287382206,226.43724639462778,253.8879253600612,266.06332049717383,266.06332049717383
73,74,Solo Unlimited Man,"Alexander Canizaro

TC Ben Sutin
TC Theo Yun",33,0 days 03:52:00,0 days 09:39:00,0 days 18:53:00,1 days 01:20:00,1 days 16:38:00,1 days 23:35:00,2 days 03:38:00,2 days 17:19:00,3 days 03:04:00,3 days 11:05:00,3 days 19:46:00,Solo Unlimited Man,"['Alexander Canizaro', '', '']","['Ben Sutin', 'TC Theo Yun']",-2.823763907144894e-07,41.41283019801914,65.69774719148867,98.26750291194207,122.48473831078316,157.38578413477646,186.5920931861831,216.31524103124272,245.07026102295512,263.41980143955857,266.06332049717383
74,75,Unlimited,"Brandy  Kalkbrenner
Megan Lowry
Thomas Gardner

TC Kelly Herberholt
TC Chris Kalkbrenner",8008,0 days 04:06:00,0 days 09:58:00,0 days 16:27:00,1 days 00:17:00,1 days 11:30:00,1 days 20:02:00,2 days 01:28:00,2 days 15:23:00,3 days 01:58:00,3 days 08:22:00,3 days 20:04:00,Unlimited,"['Brandy  Kalkbrenner', 'Megan Lowry', 'Thomas Gardner', '', '']","['Kelly Herberholt', 'TC Chris Kalkbrenner']",-2.823763907144894e-07,40.73744329870149,72.90142076115521,105.8501724028214,137.21355378050765,164.50324451252436,192.19737086756888,220.76274951195828,251.87852109645098,263.76823495723164,266.06332049717383
75,76,Solo Unlimited Man,"Cord Johnson

TC Sunny Johnson
TC Clayborne Ross",2818,0 days 03:51:00,0 days 09:17:00,0 days 15:48:00,1 days 00:44:00,1 days 13:25:00,2 days 00:10:00,2 days 03:42:00,2 days 20:32:00,3 days 07:43:00,3 days 16:25:00,3 days 22:08:00,Solo Unlimited Man,"['Cord Johnson', '', '']","['Sunny Johnson', 'TC Clayborne Ross']",-2.823763907144894e-07,42.8983894840369,73.33759898330104,102.35186748398314,130.03147238732382,156.2971161705403,182.02960490596186,205.59386374499422,232.94778610206936,256.6688595698303,266.06332049717383
76,77,Solo Unlimited Woman,"Martha Adame

TC Adam Adame
TC Jeannie Hale",5858,0 days 03:35:00,0 days 08:23:00,0 days 13:26:00,0 days 20:04:00,1 days 05:46:00,1 days 12:46:00,1 days 18:19:00,2 days 06:04:00,2 days 21:00:00,3 days 03:03:00,3 days 22:14:00,Solo Unlimited Woman,"['Martha Adame', '', '']","['Adam Adame', 'TC Jeannie Hale']",-2.823763907144894e-07,47.230413578752966,86.70761939654116,124.85255449105945,157.1882287241874,188.22820677708526,213.76624900708342,235.70837828980788,256.42288061404514,263.196023389077,266.06332049717383
77,78,USCA C-2,"Steven Markowski
Michael Markowski

TC Diana Markowski
TC John Markowski",505,0 days 03:51:00,0 days 08:59:00,0 days 14:12:00,0 days 21:53:00,1 days 08:43:00,1 days 17:11:00,1 days 22:06:00,2 days 11:45:00,3 days 00:03:00,3 days 07:16:00,3 days 22:18:00,USCA C-2,"['Steven Markowski', 'Michael Markowski', '', '']","['Diana Markowski', 'TC John Markowski']",-2.823763907144894e-07,44.648735175719494,80.66130337974782,114.72690218945287,145.54310200893906,174.0379365861897,202.19126536167624,227.1532017877012,253.70398691878336,262.34687753304246,266.06332049717383
78,79,Novice Women,"Kaarin Gerber
Dusty Kahl

TC Craig Dilley
TC Lani Tarantino",666,0 days 04:09:00,0 days 09:50:00,0 days 16:26:00,0 days 23:57:00,1 days 11:32:00,1 days 23:59:00,2 days 04:05:00,2 days 19:45:00,3 days 06:39:00,3 days 16:51:00,3 days 22:30:00,Novice Women,"['Kaarin Gerber', 'Dusty Kahl', '', '']","['Craig Dilley', 'TC Lani Tarantino']",-2.823763907144894e-07,41.15199854247319,73.44953498494417,106.31865929631363,132.99550568836108,155.91952233809334,182.50172597495308,207.90502970873425,235.02331030898208,255.71479748735746,266.06332049717383
79,80,Solo Unlimited Man,"Drew Denman

TC Rich Knarr
TC Mark Anderson",1124,0 days 03:51:00,0 days 09:44:00,0 days 15:50:00,0 days 23:13:00,1 days 11:35:00,1 days 22:45:00,2 days 04:16:00,2 days 18:06:00,3 days 06:13:00,3 days 15:38:00,3 days 22:31:00,Solo Unlimited Man,"['Drew Denman', '', '']","['Rich Knarr', 'TC Mark Anderson']",-2.823763907144894e-07,41.53258701024682,75.76016906388908,107.29000059088227,133.9151541793964,157.27971506188842,184.572032301698,211.4496716169658,236.20947141315025,257.53755186307086,266.06332049717383
80,81,Tandem Unlimited,"Lee Lichlyter
Bruce Beall

TC Jennifer Beall
RoxAnne Lichlyter",6,0 days 03:36:00,0 days 08:37:00,0 days 14:23:00,0 days 23:05:00,1 days 10:35:00,1 days 20:15:00,2 days 00:00:00,2 days 11:15:00,3 days 00:31:00,3 days 07:54:00,3 days 22:37:00,Tandem Unlimited,"['Lee Lichlyter', 'Bruce Beall', '', '']","['Jennifer Beall', 'RoxAnne Lichlyter']",-2.823763907144894e-07,45.57625192694087,77.85028821662573,109.25124757580775,138.03929810255374,169.87795644217005,203.3029495906996,226.4460514530192,253.15846358518422,261.98732806317025,266.06332049717383
81,82,Mixed Tandem Unlimited ,"Emma Andruss
John Andruss

TC Timothy Andruss
TC Joseph Andruss",1926,0 days 04:32:00,0 days 10:07:00,0 days 17:09:00,1 days 02:48:00,1 days 14:22:00,1 days 22:43:00,2 days 02:39:00,2 days 15:22:00,3 days 03:46:00,3 days 16:51:00,3 days 23:12:00,Mixed Tandem Unlimited,"['Emma Andruss', 'John Andruss', '', '']","['Timothy Andruss', 'TC Joseph Andruss']",-2.823763907144894e-07,40.13706757927554,68.84116955785323,97.21692620626324,128.9129682867379,160.71498037353865,191.36370386167357,217.9917685074722,239.00051741883692,255.42326429320514,266.06332049717383
82,83,Novice,"David Ralph
Tristan Lewis

TC Brad Ralph
TC Bridget Lewis",9496,0 days 04:31:00,0 days 10:40:00,0 days 18:57:00,1 days 02:03:00,1 days 12:30:00,1 days 21:46:00,2 days 01:39:00,2 days 13:40:00,3 days 01:03:00,3 days 08:53:00,3 days 23:32:00,Novice,"['David Ralph', 'Tristan Lewis', '', '']","['Brad Ralph', 'TC Bridget Lewis']",-2.823763907144894e-07,38.066656229808906,65.04855612740903,100.97156774491314,133.46915304839874,164.14877762018068,196.22172561804777,224.04392398178015,250.72466826418201,261.15578429143153,266.06332049717383
83,84,USCA C-2,"Nathaniel  Dicks
Joshua P Halloran

TC Lauren Halloran
TC Cindy Check",1851,0 days 04:01:00,0 days 09:28:00,0 days 15:29:00,0 days 21:46:00,1 days 06:46:00,1 days 14:48:00,1 days 19:16:00,2 days 08:40:00,2 days 22:22:00,3 days 06:10:00,3 days 23:33:00,USCA C-2,"['Nathaniel  Dicks', 'Joshua P Halloran', '', '']","['Lauren Halloran', 'TC Cindy Check']",-2.823763907144894e-07,42.45867316573472,79.73410176065941,120.86218353906081,152.79766478181227,182.3925938113389,209.03757748728125,231.44865909604817,254.44049709883643,261.914981599375,266.06332049717383
84,85,Unlimited,"Daniela De La Cerda
Cliff De La Cerda
Kent Fish

TC Adam Casares
TC Kyla Casares",1013,0 days 04:28:00,0 days 10:18:00,0 days 16:38:00,1 days 02:29:00,1 days 12:14:00,1 days 23:10:00,2 days 03:17:00,2 days 19:40:00,3 days 04:56:00,3 days 11:15:00,3 days 23:33:00,Unlimited,"['Daniela De La Cerda', 'Cliff De La Cerda', 'Kent Fish', '', '']","['Adam Casares', 'TC Kyla Casares']",-2.823763907144894e-07,39.4146452543974,70.03610518872193,100.33031460412028,132.63879048870203,158.66621954246904,183.53175758688081,209.2982339520355,242.3684431299907,260.2005596971681,266.06332049717383
85,86,Solo Unlimited Man,"Anthony Kusbel

TC Peter Pham
TC Joe Pham",911,0 days 03:40:00,0 days 08:38:00,0 days 14:12:00,0 days 21:25:00,1 days 10:43:00,1 days 20:22:00,2 days 00:30:00,2 days 13:46:00,3 days 00:27:00,3 days 06:49:00,3 days 23:37:00,Solo Unlimited Man,"['Anthony Kusbel', '', '']","['Peter Pham', 'TC Joe Pham']",-2.823763907144894e-07,45.69219280306016,81.91688177775494,110.87837029287994,137.71779015151043,167.38387434725198,196.43487372722956,225.2292634583287,253.98536674053398,261.71938195289675,266.06332049717383
86,87,Tandem Unlimited,"Ryan McCoy
Dan Wadley

TC Amanda McCoy",1861,0 days 04:33:00,0 days 10:42:00,0 days 21:36:00,1 days 04:11:00,1 days 15:01:00,2 days 02:33:00,2 days 06:27:00,2 days 22:03:00,3 days 07:06:00,3 days 17:54:00,3 days 23:43:00,Tandem Unlimited,"['Ryan McCoy', 'Dan Wadley', '', '']",['Amanda McCoy'],-2.823763907144894e-07,37.93841590401223,58.21888689436666,93.17952385012093,126.1518528401071,147.84700152550374,176.73792369889475,201.4436881288757,234.0037134371503,253.2935528009792,266.06332049717383
