,Overall Place,Recognition,Team Members,Boat #,Staples,Luling 90,Palmetto,Gonzales,Hochheim,Cheapside,Cuero 236,Victoria,Swinging Bridge (off Canal Rd),Calhouns RV,Seadrift,Class,Competitors,Team Captions,0,600,1200,1800,2400,3000,3600,4200,4800,5400,6000
138,DNF,Tandem Unlimited ,"Mary Jo Gumbert
Phil Gumbert

TC Theresa Connelly
TC Erin Magee",233,0 days 03:08:00,0 days 08:07:00,,,,,,,,,,Tandem Unlimited,"['Mary Jo Gumbert', 'Phil Gumbert', '', '']","['Theresa Connelly', 'TC Erin Magee']",-2.823763907144894e-07,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
139,DNF,Unlimited Man,"Al Kaufmann

TC Michael Reuwer
TC Karrah Kaufmann",1925,0 days 03:48:00,0 days 09:00:00,,,,,,,,,,Solo Unlimited Man,"['Al Kaufmann', '', '']","['Michael Reuwer', 'TC Karrah Kaufmann']",-2.823763907144894e-07,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
140,DNF,C-2,"Michael Carr
Chris Dobbins

TC John Thurkill
TC Billy Lanier",5150,0 days 04:30:00,0 days 10:27:00,,,,,,,,,,USCA C-2,"['Michael Carr', 'Chris Dobbins', '', '']","['John Thurkill', 'TC Billy Lanier']",-2.823763907144894e-07,38.84202525847032,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
141,DNF,,"Dylan Grant
Tristan Jackson

TC Gerardo Parga
TC Charles Chain",2316,0 days 04:45:00,0 days 11:14:00,,,,,,,,,,,"['Dylan Grant', 'Tristan Jackson', '', '']","['Gerardo Parga', 'TC Charles Chain']",-2.823763907144894e-07,36.13052401026167,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
142,DNF,Unlimited,"Joseph Jacobson
Nathan Jacobson

TC Kip Jacobson
TC Aubrea Jacobsn",1836,0 days 04:18:00,,,,,,,,,,,Unlimited,"['Joseph Jacobson', 'Nathan Jacobson', '', '']","['Kip Jacobson', 'TC Aubrea Jacobsn']",-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
143,DNF,,"Chesney Coker
Chance Kittle
Matthew Beahm
Joel Duncan

TC Joe Bejarano
TC Tracey Duncan",1234,0 days 04:28:00,,,,,,,,,,,,"['Chesney Coker', 'Chance Kittle', 'Matthew Beahm', 'Joel Duncan', '', '']","['Joe Bejarano', 'TC Tracey Duncan']",-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
144,DNF,,"Dan Brennen
Eric Wilder
John Williams

TC Terry Brennen
TC Laura Ann Bailey",1390,0 days 04:36:00,,,,,,,,,,,,"['Dan Brennen', 'Eric Wilder', 'John Williams', '', '']","['Terry Brennen', 'TC Laura Ann Bailey']",-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
145,DNF,Unlimited Man,"Brian Lowe

TC Noreen Johnson
TC Terry Eisile",1806,0 days 04:36:00,,,,,,,,,,,Solo Unlimited Man,"['Brian Lowe', '', '']","['Noreen Johnson', 'TC Terry Eisile']",-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
146,DNF,,"Jesse Gonzales
Manuel Gonzales
Joe Angel Gonzales

TC Janelle Molina
TC Blanca Gonzales",3323,0 days 05:08:00,,,,,,,,,,,,"['Jesse Gonzales', 'Manuel Gonzales', 'Joe Angel Gonzales', '', '']","['Janelle Molina', 'TC Blanca Gonzales']",-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
147,DNF,,"Pete Garcia
Luis Lopez

TC Ramona Garcia
TC Brenda LeWallen",6672,0 days 05:49:00,,,,,,,,,,,,"['Pete Garcia', 'Luis Lopez', '', '']","['Ramona Garcia', 'TC Brenda LeWallen']",-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
148,DNF,,"Stephen Barriga
Elijah Carpenter

TC William L Baumgartner",1823,0 days 05:50:00,,,,,,,,,,,,"['Stephen Barriga', 'Elijah Carpenter', '', '']",['William L Baumgartner'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
149,DNF,Unlimited Man,"Chris Anthony

TC Clayton Tanner
TC Robert Garrett Forsythe",1989,0 days 06:05:00,,,,,,,,,,,Solo Unlimited Man,"['Chris Anthony', '', '']","['Clayton Tanner', 'TC Robert Garrett Forsythe']",-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
150,DNF,Unlimited,"Robert Dulin
Greg Upshaw

TC Rick Oliveria
TC Derek Hudson",708,0 days 06:17:00,,,,,,,,,,,Unlimited,"['Robert Dulin', 'Greg Upshaw', '', '']","['Rick Oliveria', 'TC Derek Hudson']",-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
151,DNF,,"Gannon Dollar
Jacob Parrish
Nicholas Zafer

TC Garison Dollar",8,0 days 06:21:00,,,,,,,,,,,,"['Gannon Dollar', 'Jacob Parrish', 'Nicholas Zafer', '', '']",['Garison Dollar'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
152,DNF,Unlimited,"Max Molina
Michael Row

TC David Molina
TC Jason Bradley",2223,,,,,,,,,,,,Unlimited,"['Max Molina', 'Michael Row', '', '']","['David Molina', 'TC Jason Bradley']",-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07
