,Overall Place,Recognition,Team Members,Boat #,Staples,Luling 90,Palmetto,Gonzales,Hochheim,Cheapside,Cuero 236,Victoria,Swinging Bridge (off Canal Rd),Calhouns RV,Seadrift,Class,Competitors,Team Captions,0,600,1200,1800,2400,3000,3600,4200,4800,5400,6000
86,87,Novice,"Brendon  Hale
Wyatt Monney

TC Andy Parker
TC Heather Hale",316,0 days 03:49:00,0 days 09:31:00,0 days 14:47:00,0 days 21:59:00,1 days 09:00:00,1 days 22:03:00,2 days 02:06:00,2 days 12:43:00,3 days 00:22:00,3 days 07:23:00,3 days 14:10:00,Novice,['Brendon  Hale\nWyatt Monney\n\n'],['Andy Parker\nTC Heather Hale'],-2.823763907144894e-07,42.52318207791206,79.88082063913085,113.92859242435752,137.4401185491416,162.68089136032805,198.9655486967664,226.0331286317609,254.25136999101977,266.06332049717383,266.06332049717383
87,88,Novice,"Shaw Butler
Edwin Ault

TC Corwin Ames
TC Sara Buffington",6305,0 days 04:03:00,0 days 09:30:00,0 days 14:55:00,0 days 21:51:00,1 days 09:56:00,1 days 18:29:00,1 days 23:29:00,2 days 13:50:00,3 days 01:07:00,3 days 07:38:00,3 days 14:47:00,Novice,['Shaw Butler\nEdwin Ault\n\n'],['Corwin Ames\nTC Sara Buffington'],-2.823763907144894e-07,42.53422128886902,80.10295207354427,111.95731123158764,141.77271231641083,169.78544612332888,196.64328062560782,223.7896085078428,253.73649009716178,266.06332049717383,266.06332049717383
88,89,USCA C-2,"Timothy Odom
Clint Sutherland

TC Kristi Odom
TC Steve Conlon",206,0 days 04:04:00,0 days 10:09:00,0 days 15:36:00,0 days 22:03:00,1 days 09:52:00,1 days 23:29:00,2 days 02:45:00,2 days 18:24:00,3 days 03:41:00,3 days 10:17:00,3 days 14:57:00,USCA C-2,['Timothy Odom\nClint Sutherland\n\n'],['Kristi Odom\nTC Steve Conlon'],-2.823763907144894e-07,40.048057099207135,78.79109313710075,111.89416668363694,135.2889979473005,159.81515536797235,185.80604429486397,213.47365729153964,245.8742927752644,266.06332049717383,266.06332049717383
89,90,Aluminum,"Tate  Lowe
Cody Stansberry 

TC Carla Jesseph
TC Denise Sedlock",123,0 days 04:04:00,0 days 10:12:00,0 days 16:01:00,0 days 22:25:00,1 days 11:56:00,1 days 21:38:00,2 days 02:29:00,2 days 13:59:00,3 days 01:24:00,3 days 10:08:00,3 days 15:03:00,Aluminum,['Tate  Lowe\nCody Stansberry \n\n'],['Carla Jesseph\nTC Denise Sedlock'],-2.823763907144894e-07,39.85992991608525,77.25360117386481,107.75383098299241,134.5087097979327,161.63243164859009,194.92029215568988,223.1266774586594,247.9893135821465,266.06332049717383,266.06332049717383
90,91,Aluminum,"Levi  Massicotte 
Stormy Massicotte

TC Toni McCornack",1417,0 days 04:02:00,0 days 09:26:00,0 days 14:31:00,0 days 22:19:00,1 days 09:58:00,1 days 22:32:00,2 days 02:45:00,2 days 14:55:00,3 days 02:34:00,3 days 10:52:00,3 days 16:00:00,Aluminum,['Levi  Massicotte \nStormy Massicotte\n\n'],['Toni McCornack'],-2.823763907144894e-07,42.929329620228636,79.32663706049115,111.40266808613752,136.0315856912743,160.53859780718236,192.3279379244711,220.23510288336402,245.88631649887162,266.06332049717383,266.06332049717383
91,92,Standard,"Douglas Mallard
Ethan Grothues

TC Kim Huebner
TC Dan Huebner",1313,0 days 03:28:00,0 days 09:05:00,0 days 14:15:00,1 days 00:05:00,1 days 14:19:00,2 days 01:30:00,2 days 05:08:00,2 days 20:16:00,3 days 05:21:00,3 days 13:13:00,3 days 17:58:00,Standard,['Douglas Mallard\nEthan Grothues\n\n'],['Kim Huebner\nTC Dan Huebner'],-2.823763907144894e-07,44.28864650470886,76.28518691185647,102.36845825065683,127.78480885256009,150.9649121899512,180.51398756188237,207.42617274481847,239.27710302087004,266.06332049717383,266.06332049717383
92,93,Aluminum,"Alberto Nava
Alberto Nava

TC Joseph Clarke
TC Rosanna Nava",5000,0 days 04:18:00,0 days 10:12:00,0 days 16:21:00,0 days 23:27:00,1 days 12:04:00,1 days 20:44:00,2 days 01:36:00,2 days 14:53:00,3 days 02:30:00,3 days 10:51:00,3 days 18:00:00,Aluminum,['Alberto Nava\nAlberto Nava\n\n'],['Joseph Clarke\nTC Rosanna Nava'],-2.823763907144894e-07,39.8294173183022,74.46767723306061,106.20203322599565,135.3745161748556,164.1868063979197,193.20135533952842,220.37677022263617,245.97085013462006,266.06332049717383,266.06332049717383
93,94,Unlimited,"Mateo Garcia Olazabal
Phillip Hanson
Rhys Challicombe

TC Clementina Calvo
TC Gilberto Arpero",2016,0 days 03:57:00,0 days 09:51:00,0 days 18:01:00,1 days 00:26:00,1 days 13:34:00,1 days 23:51:00,2 days 05:47:00,2 days 20:27:00,3 days 06:30:00,3 days 13:13:00,3 days 18:15:00,Unlimited,['Mateo Garcia Olazabal\nPhillip Hanson\nRhys Challicombe\n\n'],['Clementina Calvo\nTC Gilberto Arpero'],-2.823763907144894e-07,41.010072864017616,69.19494545328851,102.67106501369581,129.93936165801227,154.10819165848164,179.3623496749341,206.30253354766407,236.9155100619423,265.41796558541375,266.06332049717383
94,95,Novice,"Chris Wolff
Dane Wolff

TC Lacy Wolff
TC Jack Wolff",5755,0 days 03:52:00,0 days 09:03:00,0 days 14:30:00,0 days 23:28:00,1 days 09:20:00,1 days 18:46:00,2 days 01:37:00,2 days 14:58:00,3 days 06:28:00,3 days 13:26:00,3 days 19:29:00,Novice,['Chris Wolff\nDane Wolff\n\n'],['Lacy Wolff\nTC Jack Wolff'],-2.823763907144894e-07,44.224592410515115,77.02177548540092,111.50080393101149,141.7017037262015,164.1328946371938,193.00255194863223,215.49919837177023,236.8483399250216,262.8776732394535,266.06332049717383
95,96,Unlimited,"Johnny  Garcia
Annika Garcia
Jeremiah Juan Gonzalez
Nathan Russell
Jeremiah Bretches
Matt Forsberg

TC S Nicole Garcia
TC Rebecca Barrilleaux",325,0 days 03:33:00,0 days 09:45:00,0 days 16:10:00,0 days 22:33:00,1 days 15:02:00,2 days 00:57:00,2 days 05:12:00,2 days 19:04:00,3 days 06:44:00,3 days 14:20:00,3 days 21:18:00,Unlimited,['Johnny  Garcia\nAnnika Garcia\nJeremiah Juan Gonzalez\nNathan Russell\nJeremiah Bretches\nMatt Forsberg\n\n'],['S Nicole Garcia\nTC Rebecca Barrilleaux'],-2.823763907144894e-07,41.43457511784131,76.69097951854303,103.71274869948128,126.45759035561474,152.49559687353172,181.92613422919075,209.28687409031974,235.73702811926432,259.908672601862,266.06332049717383
96,97,Tandem Unlimited,"Dylan Grant
Tristan Jackson

TC Charles Chain
TC Heather Leard",2316,0 days 04:13:00,0 days 09:54:00,0 days 16:40:00,1 days 00:50:00,1 days 12:06:00,1 days 23:52:00,2 days 04:50:00,2 days 18:44:00,3 days 04:52:00,3 days 15:32:00,3 days 21:19:00,Tandem Unlimited,['Dylan Grant\nTristan Jackson\n\n'],['Charles Chain\nTC Heather Leard'],-2.823763907144894e-07,40.93609157653855,71.7432297233019,103.95759791566385,132.31182052893476,155.04763969092878,182.89747957170763,211.46495319047642,238.38033300948817,258.61192001937235,266.06332049717383
97,98,Tandem Unlimited,"Mason Kleinecke
Eric Sullivan

TC Kiersten Kleinecke
TC Stephen Mayo",402,0 days 04:08:00,0 days 09:42:00,0 days 15:19:00,0 days 23:50:00,1 days 15:17:00,1 days 23:39:00,2 days 04:02:00,2 days 19:00:00,3 days 06:14:00,3 days 17:06:00,3 days 21:25:00,Tandem Unlimited,['Mason Kleinecke\nEric Sullivan\n\n'],['Kiersten Kleinecke\nTC Stephen Mayo'],-2.823763907144894e-07,41.732465463575316,75.38895887364424,101.75509830109556,126.16179284846893,156.53842691964437,183.54136299275888,209.76687974734895,235.65195746001945,255.77917053911307,266.06332049717383
98,99,Tandem Unlimited,"Bryan Moczygemba
Steven Stone

TC Keith Olenick
TC Nicholas Moczygemba",1099,0 days 04:03:00,0 days 09:39:00,0 days 15:22:00,0 days 22:17:00,1 days 12:15:00,1 days 23:13:00,2 days 03:09:00,2 days 18:00:00,3 days 04:16:00,3 days 16:31:00,3 days 21:34:00,Tandem Unlimited,['Bryan Moczygemba\nSteven Stone\n\n'],['Keith Olenick\nTC Nicholas Moczygemba'],-2.823763907144894e-07,41.89349647332639,78.47495021132693,107.43778198220251,132.5745620297013,158.93710032221813,185.9950987648558,213.52949557596483,238.60937816391038,256.88664343727726,266.06332049717383
99,100,USCA C-2,"Stephen Beck - out at Palmetto
Andy Armendariz

TC Roman Manzano
TC Kendra Alaniz",4747,0 days 03:14:00,0 days 07:44:00,0 days 11:44:00,0 days 21:10:00,1 days 09:21:00,1 days 20:12:00,2 days 03:50:00,2 days 20:15:00,3 days 06:26:00,3 days 18:07:00,3 days 22:20:00,USCA C-2,['Stephen Beck - out at Palmetto\nAndy Armendariz\n\n'],['Roman Manzano\nTC Kendra Alaniz'],-2.823763907144894e-07,52.31228602438067,83.78502881874762,113.8303619395694,139.3544005804299,159.66714393572252,182.19890091769435,206.8435411562975,235.0595270880243,252.8624738943308,266.06332049717383
100,101,Mixed Tandem Unlimited,"Tammy Gorman
Jason Gorman

TC Kellie Martini
TC Dave Martini",16,0 days 04:06:00,0 days 09:45:00,0 days 17:55:00,1 days 00:10:00,1 days 13:21:00,2 days 00:04:00,2 days 04:13:00,2 days 20:59:00,3 days 06:17:00,3 days 18:12:00,3 days 22:26:00,Mixed Tandem Unlimited,['Tammy Gorman\nJason Gorman\n\n'],['Kellie Martini\nTC Dave Martini'],-2.823763907144894e-07,41.26247960953441,69.8184956616813,103.36098044568062,130.20583149194465,155.5557961871297,180.9175201684161,204.923657972611,235.26673014957183,252.72108778764294,266.06332049717383
101,102,Mixed Tandem Unlimited,"Kyle LaRochelle
Jennifer LARochelle

TC Karri Reich",2006,0 days 04:05:00,0 days 09:44:00,0 days 16:41:00,0 days 23:50:00,1 days 13:24:00,2 days 00:02:00,2 days 04:20:00,2 days 20:56:00,3 days 06:16:00,3 days 18:13:00,3 days 22:26:00,Mixed Tandem Unlimited,['Kyle LaRochelle\nJennifer LARochelle\n\n'],['Karri Reich'],-2.823763907144894e-07,41.42237756782542,73.17607370687323,103.80811282894965,130.13666450173258,155.43692768371398,180.826281222338,205.07615201434112,235.2873816326908,252.69305208069756,266.06332049717383
102,103,Tandem Unlimited,"Alexander Canizaro
William Brown

TC Benjamin Sutin
TC Georgia Picciandra",9999,0 days 04:30:00,0 days 10:17:00,0 days 16:41:00,1 days 01:25:00,1 days 14:32:00,2 days 00:48:00,2 days 05:37:00,2 days 19:22:00,3 days 05:24:00,3 days 18:57:00,3 days 22:48:00,Tandem Unlimited,['Alexander Canizaro\nWilliam Brown\n\n'],['Benjamin Sutin\nTC Georgia Picciandra'],-2.823763907144894e-07,39.47231063663213,71.01293940533446,99.91326971403612,127.59303057420844,152.52463353042526,180.91858823616445,209.62552712550018,236.26149972049438,251.6118880491793,266.06332049717383
103,104,Novice,"Von Dreier
Ryan Pantaleano

TC Mike Panteleano
TC Amy Dreier",2112,0 days 04:06:00,0 days 09:54:00,0 days 15:59:00,0 days 23:35:00,1 days 14:08:00,1 days 23:51:00,2 days 04:23:00,2 days 20:04:00,3 days 05:53:00,3 days 18:27:00,3 days 23:14:00,Novice,['Von Dreier\nRyan Pantaleano\n\n'],['Mike Panteleano\nTC Amy Dreier'],-2.823763907144894e-07,40.97031015753209,74.83869018484361,103.30651873118546,128.82541708933923,155.67329601231845,181.74379466068257,207.6140235541924,235.77380933267787,252.32535536877978,266.06332049717383
104,105,Unlimited,"Tim League
Ted Held
Luke Dryer
Ben Siewert

TC Karrie League
TC Sewah Archer",665,0 days 03:36:00,0 days 08:53:00,0 days 13:55:00,0 days 20:49:00,1 days 10:18:00,1 days 23:34:00,2 days 05:19:00,2 days 19:30:00,3 days 07:08:00,3 days 19:39:00,4 days 00:16:00,Unlimited,['Tim League\nTed Held\nLuke Dryer\nBen Siewert\n\n'],['Karrie League\nTC Sewah Archer'],-2.823763907144894e-07,45.20459379172273,83.9218006467971,112.20204228653111,134.76904234098595,154.95894340351938,181.18713865508363,208.16532192323422,233.71059630715231,250.32826037002962,266.06332049717383
105,106,Solo Unlimited Woman,"Veronica Sosa

TC Rachele Powell",1670,0 days 04:35:00,0 days 10:25:00,0 days 16:29:00,1 days 00:56:00,1 days 14:32:00,2 days 00:48:00,2 days 05:37:00,2 days 19:21:00,3 days 06:05:00,3 days 20:47:00,4 days 01:13:00,Solo Unlimited Woman,['Veronica Sosa\n\n'],['Rachele Powell'],-2.823763907144894e-07,38.94143845220766,71.94926634420695,100.76995056982231,127.59303057420844,152.52463353042526,180.94030226989736,209.14766090574253,234.98238771344597,249.1318953225399,266.06332049717383
106,DNF,,"Forrest Fauth
Bret Biggart - out at SWB

TC Mark Mariano
TC Ace Mariano",133,0 days 03:27:00,0 days 08:23:00,0 days 12:58:00,0 days 18:46:00,1 days 06:23:00,1 days 13:09:00,1 days 19:13:00,2 days 07:45:00,2 days 22:41:00,3 days 07:49:00,,,['Forrest Fauth\nBret Biggart - out at SWB\n\n'],['Mark Mariano\nTC Ace Mariano'],-2.823763907144894e-07,47.90230675447768,90.89995048409952,122.7958214972073,155.61057603571805,183.8855116103132,210.3052876653367,230.865454051951,253.07017494040437,253.07017494040437,253.07017494040437
107,DNF,,"Olivia Palomares
Aaron Fides
Edgar Quintana

TC Joseph Kouba
TC Erika Palomares",6666,0 days 03:33:00,0 days 08:45:00,0 days 14:03:00,0 days 19:28:00,1 days 08:07:00,1 days 18:34:00,1 days 22:53:00,2 days 08:48:00,2 days 22:27:00,3 days 03:48:00,,,['Olivia Palomares\nAaron Fides\nEdgar Quintana\n\n'],['Joseph Kouba\nTC Erika Palomares'],-2.823763907144894e-07,45.49307065860518,88.52828165615517,117.81869285001041,142.89454463115018,175.13910780078314,208.76503246551897,231.25820594831066,253.07017494040437,253.07017494040437,253.07017494040437
108,DNF,C-2,"Alan Lindsey
Felicia Ziegler

TC Jeff Davis
TC Dennis Lindsey",138,0 days 03:14:00,0 days 07:52:00,0 days 11:59:00,0 days 17:08:00,1 days 02:08:00,1 days 08:44:00,1 days 11:50:00,1 days 22:53:00,,,,USCA C-2,['Alan Lindsey\nFelicia Ziegler\n\n'],['Jeff Davis\nTC Dennis Lindsey'],-2.823763907144894e-07,51.31361597031277,98.76799244351812,138.6776966812801,177.5590270461265,201.5672169510256,201.5672169510256,201.5672169510256,201.5672169510256,201.5672169510256,201.5672169510256
109,DNF,,"Timothy Clark
John Ruiz

TC Rebecca Clark
TC Beth Murguia",52,0 days 04:09:00,0 days 09:54:00,0 days 19:24:00,1 days 01:40:00,1 days 18:19:00,2 days 01:25:00,2 days 07:56:00,,,,,,['Timothy Clark\nJohn Ruiz\n\n'],['Rebecca Clark\nTC Beth Murguia'],-2.823763907144894e-07,40.84844398311651,63.70737194378925,96.60938589364304,118.86306166555107,150.29217751853793,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
110,DNF,Unlimited Man,"Daniel Baumbach

TC Rob Tatrow
TC Gary Robinson",71,0 days 02:45:00,0 days 06:44:00,0 days 10:32:00,0 days 14:57:00,0 days 23:29:00,1 days 04:49:00,1 days 08:16:00,,,,,Solo Unlimited Man,['Daniel Baumbach\n\n'],['Rob Tatrow\nTC Gary Robinson'],-2.823763907144894e-07,58.351597131292706,108.8936032646484,153.83736161784253,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
111,DNF,C-1 Man,"Pete Binion

TC Pauline Tice
TC Becky Binion",326,0 days 04:05:00,0 days 09:41:00,0 days 15:21:00,1 days 01:10:00,1 days 15:00:00,2 days 01:34:00,2 days 07:00:00,,,,,USCA C-1 Man,['Pete Binion\n\n'],['Pauline Tice\nTC Becky Binion'],-2.823763907144894e-07,41.78337784415485,73.42852318395532,99.9121352436465,126.38648439029564,150.15568173744418,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
112,DNF,,"Reid Skinner
Preston Perkins

TC Luisa Romero
TC Hope McFarlin",409,0 days 04:00:00,0 days 09:54:00,0 days 16:06:00,1 days 01:10:00,1 days 13:56:00,2 days 01:09:00,2 days 05:17:00,,,,,,['Reid Skinner\nPreston Perkins\n\n'],['Luisa Romero\nTC Hope McFarlin'],-2.823763907144894e-07,40.96393399655756,72.30868468324991,100.9937861137176,128.62874251208697,151.91638581848198,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
113,DNF,Unlimited Man,"Jason Cade

TC Jeff Kellington",470,0 days 02:44:00,0 days 06:42:00,0 days 10:23:00,0 days 14:43:00,0 days 22:14:00,1 days 02:45:00,1 days 05:34:00,,,,,Solo Unlimited Man,['Jason Cade\n\n'],['Jeff Kellington'],-2.823763907144894e-07,59.099413311382875,113.00958834545833,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
114,DNF,Unlimited Women,"Dusty Kahl
Kristin Gonzalez

TC Craig Dilley
TC Cindy Kahl",666,0 days 04:15:00,0 days 10:42:00,0 days 16:27:00,1 days 00:09:00,1 days 14:01:00,2 days 00:56:00,2 days 05:23:00,,,,,Unlimited Women,['Dusty Kahl\nKristin Gonzalez\n\n'],['Craig Dilley\nTC Cindy Kahl'],-2.823763907144894e-07,38.06367389665085,73.1032690808933,102.5975950538286,128.56443065944015,152.392681681371,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
115,DNF,Unlimited,"Wayne Thorp
Wes Wyatt

TC Stephanie Wyatt
TC Jennifer Thorp",705,0 days 02:45:00,0 days 06:53:00,0 days 10:33:00,0 days 14:55:00,0 days 22:55:00,1 days 04:35:00,1 days 07:13:00,,,,,Unlimited,['Wayne Thorp\nWes Wyatt\n\n'],['Stephanie Wyatt\nTC Jennifer Thorp'],-2.823763907144894e-07,58.1526976636998,110.50981993179371,156.56434310604646,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
116,DNF,Tandem Unlimited,"Chad Monney
Kandace Monney

TC Lynn Monney
TC Gamble Monney",5413,0 days 04:27:00,0 days 11:50:00,0 days 17:28:00,1 days 03:58:00,1 days 18:07:00,2 days 02:15:00,2 days 07:02:00,,,,,Tandem Unlimited,['Chad Monney\nKandace Monney\n\n'],['Lynn Monney\nTC Gamble Monney'],-2.823763907144894e-07,34.75643472758546,67.45048951314203,92.29049524942951,118.4759158573637,148.2711238993945,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
117,DNF,Tandem Unlimited,"Phil Gumbert
Mary Jo Gumbert

TC Theresa Connelly
TC Stephen Smiley",233,0 days 03:14:00,0 days 07:50:00,0 days 12:05:00,0 days 17:15:00,1 days 03:27:00,1 days 10:38:00,,,,,,Tandem Unlimited,['Phil Gumbert\nMary Jo Gumbert\n\n'],['Theresa Connelly\nTC Stephen Smiley'],-2.823763907144894e-07,51.140161889153994,96.95573599450483,132.90092332074943,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055
118,DNF,,"Blake Denison
Kyle Miller - out at Cheapside

TC Rick Denison",420,0 days 04:38:00,0 days 10:43:00,0 days 20:36:00,1 days 03:30:00,1 days 16:05:00,2 days 01:36:00,,,,,,,['Blake Denison\nKyle Miller - out at Cheapside\n\n'],['Rick Denison'],-2.823763907144894e-07,37.84408021229605,59.99328766252103,94.32752443756108,123.77311661787382,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055
119,DNF,Unlimited Man,"Li-Yuan Chea

TC Alexandre Leonard
TC Katrina Chea",561,0 days 04:04:00,0 days 09:25:00,0 days 15:17:00,0 days 22:42:00,1 days 09:28:00,1 days 18:45:00,,,,,,Solo Unlimited Man,['Li-Yuan Chea\n\n'],['Alexandre Leonard\nTC Katrina Chea'],-2.823763907144894e-07,42.68107244536979,77.60236399341596,112.08832164043858,141.62805015233704,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055
120,DNF,,"Cutter Cornett
Nathanael Tillman Lynch

TC Caitlin Cameron
TC Jordan Lynch",1836,0 days 04:47:00,0 days 10:50:00,0 days 19:27:00,1 days 02:55:00,1 days 16:16:00,2 days 01:34:00,,,,,,,['Cutter Cornett\nNathanael Tillman Lynch\n\n'],['Caitlin Cameron\nTC Jordan Lynch'],-2.823763907144894e-07,37.37246273066161,63.13934038818827,95.52378991263517,123.27837430231821,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055,149.04023470320055
121,DNF,,"Dan Graves
Cristian Mandella

TC Lauren Graves",7,0 days 04:08:00,0 days 10:06:00,0 days 19:01:00,1 days 01:20:00,1 days 15:24:00,,,,,,,,['Dan Graves\nCristian Mandella\n\n'],['Lauren Graves'],-2.823763907144894e-07,40.23492073273427,65.24881042735159,99.25838189587569,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
122,DNF,Tandem Unlimited,"Myla Weber
Jim Weber

TC Sandy Pierson
TC Betsy Pierson",36,0 days 03:13:00,0 days 07:40:00,0 days 11:39:00,0 days 16:51:00,1 days 02:45:00,,,,,,,Tandem Unlimited,['Myla Weber\nJim Weber\n\n'],['Sandy Pierson\nTC Betsy Pierson'],-2.823763907144894e-07,52.70615085066013,98.75551689800963,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
123,DNF,Unlimited Man,"Matt Bonura

TC Christi Bonura
TC David Froelien",224,0 days 03:38:00,0 days 09:25:00,0 days 16:13:00,1 days 01:21:00,1 days 15:22:00,,,,,,,Solo Unlimited Man,['Matt Bonura\n\n'],['Christi Bonura\nTC David Froelien'],-2.823763907144894e-07,42.399753466989566,71.89936690912347,99.25817309248681,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
124,DNF,,"Kyle Thompson
Jay Osborne

TC Kristen Thompson
TC Kaitlyn Osborne",417,0 days 04:19:00,0 days 10:38:00,0 days 20:04:00,1 days 04:23:00,1 days 18:26:00,,,,,,,,['Kyle Thompson\nJay Osborne\n\n'],['Kristen Thompson\nTC Kaitlyn Osborne'],-2.823763907144894e-07,38.25918590099178,61.09900384716009,91.22956637533224,117.60136008367877,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
125,DNF,,"John Rubio
Matt Beahm
Joel Duncan

TC Tracy Duncan
TC Bob Loblaw",1234,0 days 04:27:00,0 days 10:48:00,0 days 19:22:00,1 days 02:45:00,1 days 18:33:00,,,,,,,,['John Rubio\nMatt Beahm\nJoel Duncan\n\n'],['Tracy Duncan\nTC Bob Loblaw'],-2.823763907144894e-07,37.65063249572835,63.45103458895701,94.58765822923841,118.03852541925542,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
126,DNF,,"Chris LaRochelle
Brad LaRochelle

TC Hayden LaRochelle
TC Katie Hollyfield",1377,0 days 04:03:00,0 days 09:20:00,0 days 14:18:00,0 days 21:09:00,1 days 07:06:00,,,,,,,,['Chris LaRochelle\nBrad LaRochelle\n\n'],['Hayden LaRochelle\nTC Katie Hollyfield'],-2.823763907144894e-07,43.39833758474082,82.64792741282848,119.9222546254485,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
127,DNF,Unlimited Man,"Meredith Cullen

TC Jimmy Woytaczyk
TC Katie Z",1929,0 days 05:05:00,0 days 11:34:00,0 days 20:10:00,1 days 03:36:00,1 days 19:32:00,,,,,,,Solo Unlimited Man,['Meredith Cullen\n\n'],['Jimmy Woytaczyk\nTC Katie Z'],-2.823763907144894e-07,34.91405408175335,60.84519933599876,92.5472365421405,115.80186216571384,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
128,DNF,Unlimited,"Harry Kuper
James Lowe

TC Avery Canter
TC Megan Lowe",3636,0 days 02:55:00,0 days 07:23:00,0 days 11:18:00,0 days 15:47:00,1 days 00:04:00,,,,,,,Unlimited,['Harry Kuper\nJames Lowe\n\n'],['Avery Canter\nTC Megan Lowe'],-2.823763907144894e-07,54.40284638588914,105.82779570945955,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
129,DNF,,"Ardie Hodges
Zane Mauldin

TC Rob Witherington",5511,0 days 04:15:00,0 days 10:23:00,0 days 16:46:00,1 days 02:00:00,1 days 17:54:00,,,,,,,,['Ardie Hodges\nZane Mauldin\n\n'],['Rob Witherington'],-2.823763907144894e-07,39.15269148889951,70.25182929025752,96.28747737618777,119.59085483544995,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
130,DNF,,"Keith Poland
Chris Underwood

TC Ashley Poland
TC Tyler Copeland",6969,0 days 04:28:00,0 days 10:47:00,0 days 17:49:00,1 days 02:16:00,1 days 16:45:00,,,,,,,,['Keith Poland\nChris Underwood\n\n'],['Ashley Poland\nTC Tyler Copeland'],-2.823763907144894e-07,37.697330858814,67.89065552034857,96.51702502987163,122.09978923716292,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
131,DNF,,"Kylan Lewis
Jonathon West

TC Megan Lewis
TC Desiree Allen",64,0 days 04:54:00,0 days 11:35:00,0 days 19:13:00,1 days 02:50:00,,,,,,,,,['Kylan Lewis\nJonathon West\n\n'],['Megan Lewis\nTC Desiree Allen'],-2.823763907144894e-07,35.02614526344507,63.88999313330788,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
132,DNF,Unlimited Man,"Pat Stroka

TC Mark Taylor",78,0 days 04:08:00,0 days 09:55:00,0 days 20:57:00,1 days 03:55:00,,,,,,,,Solo Unlimited Man,['Pat Stroka\n\n'],['Mark Taylor'],-2.823763907144894e-07,40.78715170005162,59.46982621715563,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
133,DNF,,"Grant Clark
Colby Pearson
Sean Dougherty

TC Michael Clark",1204,0 days 04:41:00,0 days 10:50:00,0 days 19:59:00,1 days 03:15:00,,,,,,,,,['Grant Clark\nColby Pearson\nSean Dougherty\n\n'],['Michael Clark'],-2.823763907144894e-07,37.42545460082553,61.30367443870299,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
134,DNF,C-1 Man,"Anthony Krenz

TC Molly Krenz
TC Anna Krenz",1290,0 days 04:06:00,0 days 10:04:00,0 days 15:45:00,0 days 23:36:00,,,,,,,,USCA C-1 Man,['Anthony Krenz\n\n'],['Molly Krenz\nTC Anna Krenz'],-2.823763907144894e-07,40.36710140373699,75.17030397893785,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
135,DNF,,"Larry Davis
Connor Davis

TC Quent Davis
TC Preston Davis",1722,0 days 04:46:00,0 days 10:52:00,0 days 20:56:00,1 days 04:37:00,,,,,,,,,['Larry Davis\nConnor Davis\n\n'],['Quent Davis\nTC Preston Davis'],-2.823763907144894e-07,37.2698843695312,59.333521053184256,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
