,Overall Place,Recognition,Team Members,Boat #,Staples,Luling 90,Palmetto,Gonzales,Hochheim,Cuero 766,Cuero 236,Victoria,Swinging Bridge (off Canal Rd),Saltwater Barrier,Seadrift,Class,Competitors,Team Captions,0,600,1200,1800,2400,3000,3600,4200,4800,5400,6000
87,88,Solo Unlimited Man,"Porter Robinson
TC John Peterek
TC Tyler Robinson",1131,0 days 03:26:00,0 days 08:08:00,0 days 12:41:00,0 days 18:24:00,1 days 02:47:00,1 days 08:43:00,1 days 12:29:00,2 days 02:13:00,2 days 11:56:00,2 days 23:43:00,3 days 11:23:00,Solo Unlimited Man,"['Porter Robinson', '']","['John Peterek', 'TC Tyler Robinson']",-2.823763907144894e-07,49.088167381860615,94.03775171133334,142.79502867480034,172.89533781376568,200.9591673118994,232.37220480948486,247.6431129767688,261.481697027851,266.06332049717383,266.06332049717383
88,89,Aluminum,"Alex Daresh
Jacob Hannusch
TC Darryll Daresh",8004,0 days 03:58:00,0 days 09:40:00,0 days 15:06:00,1 days 00:25:00,1 days 09:35:00,1 days 20:34:00,2 days 01:26:00,2 days 13:25:00,3 days 00:05:00,3 days 07:03:00,3 days 11:52:00,Aluminum,"['Alex Daresh', 'Jacob Hannusch', '']",['Darryll Daresh'],-2.823763907144894e-07,41.89607731939507,74.77259648998981,109.53438821734835,144.2525730908287,164.84874703464502,197.01091046505138,226.27368355894046,253.38062577240473,266.06332049717383,266.06332049717383
89,90,Novice,"Jerry McCarty
Evan Reilly
TC Alli Bartlett",199,0 days 04:18:00,0 days 09:56:00,0 days 16:23:00,1 days 01:17:00,1 days 12:02:00,1 days 21:50:00,2 days 01:19:00,2 days 12:37:00,3 days 00:16:00,3 days 07:02:00,3 days 11:53:00,Novice,"['Jerry McCarty', 'Evan Reilly', '']",['Alli Bartlett'],-2.823763907144894e-07,40.84451925789269,71.69702824174102,103.223212834877,138.03719534408555,165.35687442984468,199.46394744822547,226.29667525668802,253.41350098831944,266.06332049717383,266.06332049717383
90,91,USCA C-1 Man,"Drew Denman
TC Rich Knarr",1124,0 days 03:53:00,0 days 09:21:00,0 days 14:54:00,0 days 23:06:00,1 days 09:18:00,1 days 18:56:00,1 days 23:10:00,2 days 11:55:00,2 days 23:51:00,3 days 06:33:00,3 days 12:00:00,USCA C-1 Man,"['Drew Denman', '']",['Rich Knarr'],-2.823763907144894e-07,43.04562335976941,77.24216506343078,112.03096503028343,148.10680414415987,171.59088944264872,201.7816246451877,227.510547944638,254.46794316260164,266.06332049717383,266.06332049717383
91,92,Unlimited,"Luke Johnson
Ty Prince
Ethan Hannah
TC Jordan Lee
TC Alex Johnson",69,0 days 04:34:00,0 days 10:47:00,0 days 16:40:00,1 days 02:03:00,1 days 11:33:00,1 days 22:22:00,2 days 02:10:00,2 days 15:31:00,3 days 00:58:00,3 days 07:25:00,3 days 12:40:00,Unlimited,"['Luke Johnson', 'Ty Prince', 'Ethan Hannah', '']","['Jordan Lee', 'TC Alex Johnson']",-2.823763907144894e-07,37.650133026852686,70.38196132512682,102.37211188015617,138.26717671644474,162.83441323063073,191.4147207965031,222.63165737741036,252.0200301697475,266.06332049717383,266.06332049717383
92,93,Solo Unlimited Man,"KC Boren
TC Ruth Boren
TC KC Boren",614,0 days 04:02:00,0 days 09:09:00,0 days 14:21:00,1 days 00:55:00,1 days 14:28:00,1 days 22:19:00,2 days 01:41:00,2 days 16:20:00,3 days 00:52:00,3 days 07:45:00,3 days 12:55:00,Solo Unlimited Man,"['KC Boren', '']","['Ruth Boren', 'TC KC Boren']",-2.823763907144894e-07,44.000930999195766,74.99794563794077,100.86646206144869,130.78360859590646,163.8593061896349,190.16715090688422,221.95604861775146,251.02907218293316,266.06332049717383,266.06332049717383
93,94,Aluminum,"Michael Martin
Mike Martin Jr
TC Pam Martin
TC Megan Mills",837,0 days 04:24:00,0 days 10:04:00,0 days 15:53:00,1 days 01:01:00,1 days 11:30:00,1 days 21:25:00,2 days 00:49:00,2 days 12:18:00,2 days 22:50:00,3 days 07:01:00,3 days 13:15:00,Aluminum,"['Michael Martin', 'Mike Martin Jr', '']","['Pam Martin', 'TC Megan Mills']",-2.823763907144894e-07,40.35310580327788,72.838105817744,104.57925624607245,139.73496163369853,166.99779260899945,200.56034051387923,229.84134956168103,252.7569274228912,266.06332049717383,266.06332049717383
94,95,Solo Unlimited Man,"Matt Bonura
TC Christi Bonura
TC Sean Eary
",224,0 days 03:36:00,0 days 08:31:00,0 days 12:59:00,0 days 21:44:00,1 days 06:43:00,1 days 17:45:00,1 days 21:43:00,2 days 09:14:00,2 days 20:01:00,3 days 06:51:00,3 days 14:04:00,Solo Unlimited Man,"['Matt Bonura', '']","['Christi Bonura', 'TC Sean Eary', '']",-2.823763907144894e-07,47.47689693230171,81.87083040390185,121.0625560761054,153.15955213520886,177.36057331908017,209.44469481727873,235.56472520846734,252.7821948872868,266.06332049717383,266.06332049717383
95,96,Novice,"Chris Pruitt
Charlie Agar
TC Eleonor Pruitt
TC Jason Pruitt",4321,0 days 04:15:00,0 days 10:04:00,0 days 15:07:00,1 days 00:02:00,1 days 10:38:00,1 days 21:51:00,2 days 01:16:00,2 days 12:30:00,3 days 03:00:00,3 days 10:20:00,3 days 15:58:00,Novice,"['Chris Pruitt', 'Charlie Agar', '']","['Eleonor Pruitt', 'TC Jason Pruitt']",-2.823763907144894e-07,40.36028406253914,75.33137881251845,107.82264921852254,140.5895027981923,165.5422536249347,199.85174250692603,221.68309468468777,244.5391852030701,266.06332049717383,266.06332049717383
96,97,Novice,"Spencer Fuller
Janae Fuller
TC Tommy Duran",514,0 days 04:13:00,0 days 09:25:00,0 days 17:47:00,1 days 01:15:00,1 days 10:17:00,1 days 21:50:00,2 days 01:04:00,2 days 12:22:00,3 days 03:00:00,3 days 10:20:00,3 days 15:58:00,Novice,"['Spencer Fuller', 'Janae Fuller', '']",['Tommy Duran'],-2.823763907144894e-07,42.068639268190296,68.88073460609058,106.44938376455791,141.16079133146874,166.2095512553042,200.316624273685,221.77956214774335,244.5391852030701,266.06332049717383,266.06332049717383
97,98,Solo Unlimited Man,"Alan Contreras
TC Marco Rodriguez",1251,0 days 03:36:00,0 days 08:21:00,0 days 13:48:00,0 days 21:48:00,1 days 07:45:00,1 days 15:15:00,1 days 21:52:00,2 days 11:25:00,2 days 23:35:00,3 days 10:40:00,3 days 23:29:00,Solo Unlimited Man,"['Alan Contreras', '']",['Marco Rodriguez'],-2.823763907144894e-07,46.872161637189734,81.17880102083735,117.50174803206684,159.14864246553714,174.78288636235993,203.03928731149188,228.27477920519928,245.93518245805942,259.304188075277,266.06332049717383
98,99,Solo Unlimited Man,"Jeff Larsen
TC Keith Slone
TC Chuck Eakins",5051,0 days 04:07:00,0 days 09:47:00,0 days 15:45:00,1 days 00:30:00,1 days 09:58:00,1 days 20:15:00,1 days 23:55:00,2 days 13:17:00,2 days 23:51:00,3 days 10:20:00,3 days 23:29:00,Solo Unlimited Man,"['Jeff Larsen', '']","['Keith Slone', 'TC Chuck Eakins']",-2.823763907144894e-07,41.379987405398836,73.73795411443595,108.49303159120625,144.33886040284585,169.0332369886921,197.86689722118857,226.89492055275682,246.25954603727772,259.4755222304582,266.06332049717383
99,DNF,,"Richard Talbott
James Talbott 
TC Richard Talbott
TC Christie Talbott",304,0 days 04:03:00,0 days 09:20:00,0 days 14:50:00,0 days 22:25:00,1 days 07:44:00,1 days 15:46:00,1 days 21:34:00,2 days 10:00:00,2 days 20:38:00,3 days 07:38:00,,,"['Richard Talbott', 'James Talbott ', '']","['Richard Talbott', 'TC Christie Talbott']",-2.823763907144894e-07,43.13003457005007,78.76918203215466,117.1250323368536,158.82886603929788,176.7687231103155,207.3421100803066,234.5060442855669,250.26461887881922,250.26461887881922,250.26461887881922
100,DNF,,"Kenneth Dodd
Amber Goff
TC Patty Dodd
TC Jodi Richards",412,0 days 02:58:00,0 days 07:20:00,0 days 11:12:00,0 days 16:23:00,0 days 23:19:00,1 days 03:41:00,1 days 06:14:00,1 days 12:34:00,1 days 21:34:00,2 days 02:39:00,,,"['Kenneth Dodd', 'Amber Goff', '']","['Patty Dodd', 'TC Jodi Richards']",-2.823763907144894e-07,54.84747484956179,106.29392525010124,162.62605360292088,213.27991223181488,247.96371860069615,250.26461887881922,250.26461887881922,250.26461887881922,250.26461887881922,250.26461887881922
101,DNF,,"Jared Moore
Christopher Staples
Eric Flores
TC Deanna Moore",1845,0 days 04:02:00,0 days 09:42:00,0 days 22:02:00,1 days 05:22:00,1 days 14:11:00,2 days 02:51:00,2 days 06:30:00,2 days 22:26:00,3 days 05:10:00,3 days 10:40:00,,,"['Jared Moore', 'Christopher Staples', 'Eric Flores', '']",['Deanna Moore'],-2.823763907144894e-07,41.132865334809566,57.846284970380985,89.62773332270713,128.98580329163534,156.32877616645496,176.33012352870114,200.51903096223896,241.54014851577296,250.26461887881922,250.26461887881922
102,DNF,Unlimited Woman,"Martha Adame
TC Adam Adame
TC Erica Ortiz",387,0 days 04:29:00,0 days 09:50:00,0 days 16:52:00,1 days 00:43:00,1 days 10:51:00,1 days 21:29:00,2 days 01:11:00,2 days 22:59:00,3 days 08:03:00,,,Unlimited Woman,"['Martha Adame', '']","['Adam Adame', 'TC Erica Ortiz']",-2.823763907144894e-07,41.11992761660826,71.51141461918083,106.28454965036434,140.7928532661963,164.47003837987899,182.14939274261766,199.8287471053563,232.10107973773478,232.2703987550363,232.2703987550363
103,DNF,,"Michael Carr
Chris Dobbins
TC Bill Jewett
TC Ginny Worthy",5150,0 days 04:47:00,0 days 10:14:00,0 days 16:26:00,1 days 01:31:00,1 days 12:46:00,1 days 22:54:00,2 days 03:01:00,2 days 23:42:00,3 days 09:36:00,,,,"['Michael Carr', 'Chris Dobbins', '']","['Bill Jewett', 'TC Ginny Worthy']",-2.823763907144894e-07,39.618481823623725,71.34447747900951,101.73218205633627,135.0696147562827,161.94617978298456,179.76562408836588,198.39946414192121,227.3082683624689,232.2703987550363,232.2703987550363
104,DNF,Unlimited Man,"Tim Curry
TC Trevor Hutton",11,0 days 02:43:00,0 days 06:42:00,0 days 10:37:00,0 days 15:52:00,0 days 22:24:00,1 days 03:20:00,1 days 06:17:00,1 days 13:47:00,,,,Solo Unlimited Man,"['Tim Curry', '']",['Trevor Hutton'],-2.823763907144894e-07,57.99919497981281,110.40742179997336,162.606190401552,201.5672169510256,201.5672169510256,201.5672169510256,201.5672169510256,201.5672169510256,201.5672169510256,201.5672169510256
105,DNF,Unlimited Man,"Rex Manning
TC Reba Manning
TC Alex Murry",8869,0 days 04:18:00,0 days 10:44:00,0 days 17:12:00,1 days 04:24:00,1 days 13:22:00,2 days 02:37:00,2 days 07:13:00,2 days 22:27:00,,,,Solo Unlimited Man,"['Rex Manning', '']","['Reba Manning', 'TC Alex Murry']",-2.823763907144894e-07,37.934429158132545,67.6750418203311,93.57770173705869,130.90181769067274,157.04101188546886,175.12826475818866,200.4286974786068,201.5672169510256,201.5672169510256,201.5672169510256
106,DNF,Unlimited Woman,"Erin Magee
TC Bobby Snyder
TC Grady Hicks",497,0 days 03:45:00,0 days 08:23:00,0 days 13:15:00,0 days 19:09:00,1 days 01:59:00,1 days 07:26:00,1 days 10:15:00,,,,,Unlimited Woman,"['Erin Magee', '']","['Bobby Snyder', 'TC Grady Hicks']",-2.823763907144894e-07,47.47900419232528,91.57507975387696,149.54417907947817,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
107,DNF,Unlimited Man,"Joe Mann
TC Jerico LaFort
TC Matt Walters",1300,0 days 02:40:00,0 days 06:30:00,0 days 09:59:00,0 days 14:32:00,0 days 20:14:00,1 days 00:19:00,1 days 02:40:00,,,,,Solo Unlimited Man,"['Joe Mann', '']","['Jerico LaFort', 'TC Matt Walters']",-2.823763907144894e-07,61.338898047548646,122.50173286194024,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
108,DNF,Unlimited,"Christopher Kelter
Geronimo Resendez
TC Paul Alvarez
TC Chris Sharp",1964,0 days 03:02:00,0 days 07:11:00,0 days 11:40:00,0 days 17:41:00,1 days 00:51:00,1 days 07:14:00,1 days 10:30:00,,,,,Unlimited,"['Christopher Kelter', 'Geronimo Resendez', '']","['Paul Alvarez', 'TC Chris Sharp']",-2.823763907144894e-07,53.58177414366412,98.94352046753298,151.9611586498492,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
109,DNF,Unlimited Man,"James Ward
TC Janet Ward
TC Charleen Dowell",2780,0 days 03:24:00,0 days 07:41:00,0 days 11:38:00,0 days 17:51:00,1 days 01:45:00,1 days 07:26:00,1 days 10:45:00,,,,,Solo Unlimited Man,"['James Ward', '']","['Janet Ward', 'TC Charleen Dowell']",-2.823763907144894e-07,52.72107135133227,97.0499992841902,149.9181453461606,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
110,DNF,C-2,"Chris Wood
Carlos Ibarra
TC Kristin Shanahan",5550,0 days 03:48:00,0 days 08:28:00,0 days 13:16:00,0 days 19:17:00,1 days 03:44:00,1 days 09:06:00,1 days 12:17:00,,,,,USCA C-2,"['Chris Wood', 'Carlos Ibarra', '']",['Kristin Shanahan'],-2.823763907144894e-07,47.21624057438653,90.10863510429701,138.64670398718883,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
111,DNF,,"Mark Howell
Douglas Howell
TC Sarah Evans
TC Jimmy Eckermann",6499,0 days 04:47:00,0 days 11:00:00,0 days 22:14:00,1 days 07:30:00,1 days 21:28:00,2 days 03:25:00,2 days 07:37:00,,,,,,"['Mark Howell', 'Douglas Howell', '']","['Sarah Evans', 'TC Jimmy Eckermann']",-2.823763907144894e-07,36.825509913117216,57.14650351323584,82.80258295964438,109.51589820837276,150.40663545412298,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533,163.02622444025533
112,DNF,,"Phil Gumbert
MaryJo Gumbert
TC Rob Wytaske
TC Jack Spencer",233,0 days 03:02:00,0 days 07:14:00,0 days 11:05:00,0 days 15:56:00,0 days 22:47:00,1 days 03:59:00,,,,,,,"['Phil Gumbert', 'MaryJo Gumbert', '']","['Rob Wytaske', 'TC Jack Spencer']",-2.823763907144894e-07,55.44442427556633,108.96315393286089,158.65292886081463,158.65292886081463,158.65292886081463,158.65292886081463,158.65292886081463,158.65292886081463,158.65292886081463,158.65292886081463
113,DNF,Unlimited Man,"Geoff Waters
TC Jeff Jouett
TC Chuck Torres",19,0 days 02:42:00,0 days 06:32:00,0 days 10:10:00,0 days 14:38:00,0 days 20:30:00,,,,,,,Solo Unlimited Man,"['Geoff Waters', '']","['Jeff Jouett', 'TC Chuck Torres']",-2.823763907144894e-07,60.29911985818243,120.86062409587225,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
114,DNF,,"Daniel Lee
Brad Roussey
TC Jacky Lee
TC Katy Kuack",700,0 days 03:37:00,0 days 08:47:00,0 days 14:23:00,0 days 23:30:00,1 days 08:47:00,,,,,,,,"['Daniel Lee', 'Brad Roussey', '']","['Jacky Lee', 'TC Katy Kuack']",-2.823763907144894e-07,45.10992965404385,77.09134818370319,112.90943763572972,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
115,DNF,Unlimited,"Clint Simmons
Kenney Howitt out at Hochheim
TC Rachael Simmons
TC Jennifer Howitt",727,0 days 03:46:00,0 days 09:22:00,0 days 18:22:00,1 days 03:04:00,1 days 22:43:00,,,,,,,Unlimited,"['Clint Simmons', 'Kenney Howitt out at Hochheim', '']","['Rachael Simmons', 'TC Jennifer Howitt']",-2.823763907144894e-07,42.08202249929881,66.07361078943728,92.49726901182126,111.35343703229294,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
116,DNF,Unlimited Man,"David Horner
TC Peter Pollock
TC Reina Pollock",808,0 days 02:41:00,0 days 06:28:00,0 days 09:55:00,0 days 15:07:00,0 days 21:14:00,,,,,,,Solo Unlimited Man,"['David Horner', '']","['Peter Pollock', 'TC Reina Pollock']",-2.823763907144894e-07,61.65688295807862,116.54744643865857,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
117,DNF,,"Ed Jones
Brenda Jones
TC Tonya Jones
TC Amanda Adcock",5961,0 days 02:51:00,0 days 06:48:00,0 days 10:21:00,0 days 15:41:00,1 days 00:45:00,,,,,,,,"['Ed Jones', 'Brenda Jones', '']","['Tonya Jones', 'TC Amanda Adcock']",-2.823763907144894e-07,59.212391242002106,104.6068688033262,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976,124.01849655270976
118,DNF,Unlimited Man,"Doug MacKay
TC Sheila Hansel
TC Greg Klausmeyer",52,0 days 03:59:00,0 days 09:10:00,0 days 14:47:00,0 days 22:01:00,,,,,,,,Solo Unlimited Man,"['Doug MacKay', '']","['Sheila Hansel', 'TC Greg Klausmeyer']",-2.823763907144894e-07,43.68980362861158,79.7949398080578,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
119,DNF,Unlimited,"Doug Byerly
Dutch Byerly
TC Regina Byerly
TC Al Santillan",757,0 days 04:12:00,0 days 10:08:00,0 days 20:31:00,1 days 04:06:00,,,,,,,,Unlimited,"['Doug Byerly', 'Dutch Byerly', '']","['Regina Byerly', 'TC Al Santillan']",-2.823763907144894e-07,40.09976970957418,60.21898247273849,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
120,DNF,C-2,"Sontian Morrell-Stinson
Andy Arreola
TC Brandon Furey
TC Alex Gary",1832,0 days 03:37:00,0 days 08:23:00,0 days 12:55:00,0 days 21:12:00,,,,,,,,USCA C-2,"['Sontian Morrell-Stinson', 'Andy Arreola', '']","['Brandon Furey', 'TC Alex Gary']",-2.823763907144894e-07,47.98249988692696,83.23988068035699,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
121,DNF,C-1 Man,"Richard Ameen
TC Tami Ameen",8005,0 days 03:32:00,0 days 08:10:00,0 days 12:47:00,0 days 18:47:00,,,,,,,,USCA C-1 Man,"['Richard Ameen', '']",['Tami Ameen'],-2.823763907144894e-07,48.81721700768895,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
122,DNF,Unlimited,"Patrick Petrisky
Eric Lee
TC Mark Simmons
TC Paige Lee",8192,0 days 02:54:00,0 days 07:57:00,0 days 11:58:00,0 days 17:26:00,,,,,,,,Unlimited,"['Patrick Petrisky', 'Eric Lee', '']","['Mark Simmons', 'TC Paige Lee']",-2.823763907144894e-07,51.15190157858966,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289,86.96612639248289
123,DNF,,"Alan Lindsey
Ted Korth
TC Lisa Hicks
TC Al Hamdani",138,0 days 03:05:00,0 days 07:23:00,0 days 11:29:00,,,,,,,,,,"['Alan Lindsey', 'Ted Korth', '']","['Lisa Hicks', 'TC Al Hamdani']",-2.823763907144894e-07,53.787052808484205,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
124,DNF,,"Eric West
Owen West
Keegan McCalley
TC Kelly West
TC Alexander West",220,0 days 04:50:00,0 days 10:59:00,0 days 20:25:00,,,,,,,,,,"['Eric West', 'Owen West', 'Keegan McCalley', '']","['Kelly West', 'TC Alexander West']",-2.823763907144894e-07,36.848373134740484,60.33420248927794,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
125,DNF,,"Ethan Doyle
Kurtis Pence
TC Sam Galier",1225,0 days 04:43:00,0 days 10:33:00,0 days 16:50:00,,,,,,,,,,"['Ethan Doyle', 'Kurtis Pence', '']",['Sam Galier'],-2.823763907144894e-07,38.400630678276535,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
126,DNF,Unlimited,"John Rubio
Matt Beahm
TC Adam Jones
TC Wendal Thuss",4611,0 days 04:44:00,0 days 11:30:00,0 days 21:35:00,,,,,,,,,Unlimited,"['John Rubio', 'Matt Beahm', '']","['Adam Jones', 'TC Wendal Thuss']",-2.823763907144894e-07,35.38655976580695,58.00789406933651,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051,61.24468029628051
127,DNF,Unlimited Man,"Michael Mathews II
TC Dave Amodio
TC Cindy Amodio",77,0 days 02:58:00,0 days 07:16:00,,,,,,,,,,Solo Unlimited Man,"['Michael Mathews II', '']","['Dave Amodio', 'TC Cindy Amodio']",-2.823763907144894e-07,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
128,DNF,Unlimited Man,"Curt Slaten
TC Mike Drost
TC Kate Slaten",713,0 days 02:48:00,0 days 15:00:00,,,,,,,,,,Solo Unlimited Man,"['Curt Slaten', '']","['Mike Drost', 'TC Kate Slaten']",-2.823763907144894e-07,30.934602045133122,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
129,DNF,Unlimited Man,"Matt Taylor
TC James Taylor
TC Logan Taylor",777,0 days 03:21:00,0 days 15:00:00,,,,,,,,,,Solo Unlimited Man,"['Matt Taylor', '']","['James Taylor', 'TC Logan Taylor']",-2.823763907144894e-07,30.476810338237406,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
130,DNF,Unlimited,"Lee Wallace
Drew Ormsby
TC Brent Wadle
TC Jimmy Reed",1835,0 days 03:36:00,0 days 09:52:00,,,,,,,,,,Unlimited,"['Lee Wallace', 'Drew Ormsby', '']","['Brent Wadle', 'TC Jimmy Reed']",-2.823763907144894e-07,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
131,DNF,,"Theresa Hollaway
Geoff Striedel
TC Charles Striedel
TC Jay Jimenea",8008,0 days 04:18:00,0 days 09:34:00,,,,,,,,,,,"['Theresa Hollaway', 'Geoff Striedel', '']","['Charles Striedel', 'TC Jay Jimenea']",-2.823763907144894e-07,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425,40.631462745742425
132,DNF,Unlimited,"Chad Monney
Wyatt Mooney
TC Kandace Monney",316,0 days 05:32:00,,,,,,,,,,,Unlimited,"['Chad Monney', 'Wyatt Mooney', '']",['Kandace Monney'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
133,DNF,,"Thu Vo
Bruce Abbitt
TC Binh An Nguyen
TC Hung Nguyen",1950,0 days 04:29:00,,,,,,,,,,,,"['Thu Vo', 'Bruce Abbitt', '']","['Binh An Nguyen', 'TC Hung Nguyen']",-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
134,DNF,Unlimited Man,"Christian Logan
TC Jennifer Logan",1970,0 days 04:47:00,,,,,,,,,,,Solo Unlimited Man,"['Christian Logan', '']",['Jennifer Logan'],-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
135,DNF,,"Larry Mooney
Stacey Rasco
TC Bill Rasco
TC Kay Mooney",5950,0 days 04:25:00,,,,,,,,,,,,"['Larry Mooney', 'Stacey Rasco', '']","['Bill Rasco', 'TC Kay Mooney']",-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
136,DNF,,"Tina Sackett
Debbie Sackett
TC Lisa Rivera
TC Dale Tilson",6161,0 days 03:36:00,,,,,,,,,,,,"['Tina Sackett', 'Debbie Sackett', '']","['Lisa Rivera', 'TC Dale Tilson']",-2.823763907144894e-07,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573,16.97112263625573
137,DNF,C-1 Woman,"Katie Bee
TC Edward Rodriguez",1234,,,,,,,,,,,,C-1 Woman,"['Katie Bee', '']",['Edward Rodriguez'],-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07
138,DNF,,"Timothy Snider
Samuel Snider
TC Dan Gideon
TC Lillie Snider",2602,,,,,,,,,,,,,"['Timothy Snider', 'Samuel Snider', '']","['Dan Gideon', 'TC Lillie Snider']",-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07
139,DNF,,"Thomas Smith
Paul Heaton
Ken Shaver
TC Ruben Deleon",529,,,,,,,,,,,,,"['Thomas Smith', 'Paul Heaton', 'Ken Shaver', '']",['Ruben Deleon'],-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07,-2.823763907144894e-07
